,call_type,received_timestamp,disptach_timestamp,dispatch_time,coordinates
5342,Medical Incident,0 days 09:51:55.000000000,0 days 09:59:06.000000000,0 days 00:07:11.000000000,37.773389 -122.413645
5343,Outside Fire,0 days 07:39:50.000000000,0 days 07:42:00.000000000,0 days 00:02:10.000000000,37.78916078 -122.4161834
5344,Medical Incident,0 days 11:59:27.000000000,0 days 11:59:55.000000000,0 days 00:00:28.000000000,37.79804495 -122.3963671
5345,Structure Fire,0 days 12:38:34.000000000,0 days 12:39:05.000000000,0 days 00:00:31.000000000,37.77871943 -122.4147412
5346,Medical Incident,0 days 14:26:43.000000000,0 days 14:31:04.000000000,0 days 00:04:21.000000000,37.79494605 -122.4291559
5347,Medical Incident,0 days 14:12:45.000000000,0 days 14:15:17.000000000,0 days 00:02:32.000000000,37.77475978 -122.4164573
5348,Medical Incident,0 days 09:18:45.000000000,0 days 09:21:19.000000000,0 days 00:02:34.000000000,37.77753424 -122.4408637
5349,Medical Incident,0 days 14:40:31.000000000,0 days 14:40:58.000000000,0 days 00:00:27.000000000,37.79265684 -122.3923645
5350,Medical Incident,0 days 03:05:10.000000000,0 days 03:05:42.000000000,0 days 00:00:32.000000000,37.77585486 -122.4456144
5351,Medical Incident,0 days 13:01:27.000000000,0 days 13:03:57.000000000,0 days 00:02:30.000000000,37.70907112 -122.4476739
5352,Medical Incident,0 days 02:23:02.000000000,0 days 02:32:47.000000000,0 days 00:09:45.000000000,37.78004215 -122.428636
5353,Medical Incident,0 days 21:57:23.000000000,0 days 21:58:49.000000000,0 days 00:01:26.000000000,37.78399149 -122.4080665
5354,Medical Incident,0 days 12:56:19.000000000,0 days 12:59:20.000000000,0 days 00:03:01.000000000,37.77638422 -122.4212604
5355,Medical Incident,0 days 11:48:43.000000000,0 days 11:50:24.000000000,0 days 00:01:41.000000000,37.78737446 -122.4377476
5356,Alarms,0 days 10:56:56.000000000,0 days 10:58:02.000000000,0 days 00:01:06.000000000,37.77650804 -122.4144578
5357,Medical Incident,0 days 00:16:56.000000000,0 days 00:17:55.000000000,0 days 00:00:59.000000000,37.7639379 -122.3942141
5358,Alarms,0 days 11:44:44.000000000,0 days 11:46:05.000000000,0 days 00:01:21.000000000,37.77542071 -122.4034048
5359,Medical Incident,0 days 21:57:23.000000000,0 days 21:59:53.000000000,0 days 00:02:30.000000000,37.78630722 -122.4052948
5360,Medical Incident,0 days 20:30:18.000000000,0 days 20:32:38.000000000,0 days 00:02:20.000000000,37.77638422 -122.4212604
5361,Structure Fire,0 days 03:50:05.000000000,0 days 03:50:10.000000000,0 days 00:00:05.000000000,37.74817255 -122.458695
5362,Medical Incident,0 days 17:54:38.000000000,0 days 17:54:57.000000000,0 days 00:00:19.000000000,37.77310059 -122.4155614
5363,Medical Incident,0 days 09:54:30.000000000,0 days 09:56:57.000000000,0 days 00:02:27.000000000,37.7233591 -122.4019025
5364,Medical Incident,0 days 03:01:29.000000000,0 days 03:02:56.000000000,0 days 00:01:27.000000000,37.79809081 -122.4087818
5365,Medical Incident,0 days 21:23:26.000000000,0 days 21:27:40.000000000,0 days 00:04:14.000000000,37.78703795 -122.418271
5366,Structure Fire,0 days 12:38:34.000000000,0 days 12:39:05.000000000,0 days 00:00:31.000000000,37.75623199 -122.4188933
5367,Medical Incident,0 days 16:42:11.000000000,0 days 16:43:36.000000000,0 days 00:01:25.000000000,37.79494605 -122.4291559
5368,Medical Incident,0 days 17:42:51.000000000,0 days 17:48:27.000000000,0 days 00:05:36.000000000,37.72218522 -122.3987437
5369,Medical Incident,0 days 18:12:08.000000000,0 days 18:16:07.000000000,0 days 00:03:59.000000000,37.74360858 -122.4376829
5370,Medical Incident,0 days 19:08:10.000000000,0 days 19:09:52.000000000,0 days 00:01:42.000000000,37.78967095 -122.4196571
5371,Medical Incident,0 days 00:25:32.000000000,0 days 00:27:48.000000000,0 days 00:02:16.000000000,37.73871302 -122.4277449
5372,Medical Incident,0 days 07:04:28.000000000,0 days 07:31:38.000000000,0 days 00:27:10.000000000,37.78194927 -122.4062724
5373,Medical Incident,0 days 09:45:37.000000000,0 days 09:46:37.000000000,0 days 00:01:00.000000000,37.78086621 -122.4288032
5374,Structure Fire,0 days 19:53:01.000000000,0 days 19:55:15.000000000,0 days 00:02:14.000000000,37.77066726 -122.4455084
5375,Medical Incident,0 days 04:30:52.000000000,0 days 04:33:29.000000000,0 days 00:02:37.000000000,37.77710453 -122.3927504
5376,Medical Incident,0 days 08:03:23.000000000,0 days 08:05:22.000000000,0 days 00:01:59.000000000,37.78659754 -122.3979317
5377,Medical Incident,0 days 09:41:25.000000000,0 days 10:43:27.000000000,0 days 01:02:02.000000000,37.78092669 -122.4108704
5378,Medical Incident,0 days 17:10:57.000000000,0 days 17:12:18.000000000,0 days 00:01:21.000000000,37.78387236 -122.4201755
5379,Alarms,0 days 03:43:48.000000000,0 days 03:46:23.000000000,0 days 00:02:35.000000000,37.73457071 -122.3918317
5380,Traffic Collision,0 days 05:55:46.000000000,0 days 05:56:06.000000000,0 days 00:00:20.000000000,37.78958038 -122.4128912
5381,Medical Incident,0 days 14:18:30.000000000,0 days 14:19:41.000000000,0 days 00:01:11.000000000,37.78922561 -122.408595
5382,Citizen Assist / Service Call,0 days 23:08:22.000000000,0 days 23:12:53.000000000,0 days 00:04:31.000000000,37.78347684 -122.4124351
5383,Alarms,0 days 04:00:06.000000000,0 days 04:03:27.000000000,0 days 00:03:21.000000000,37.7773617 -122.4102631
5384,Medical Incident,0 days 03:41:05.000000000,0 days 03:42:23.000000000,0 days 00:01:18.000000000,37.71214951 -122.4171412
5385,Medical Incident,0 days 14:05:41.000000000,0 days 14:07:35.000000000,0 days 00:01:54.000000000,37.77440629 -122.4837863
5386,Traffic Collision,0 days 18:28:15.000000000,0 days 18:28:38.000000000,0 days 00:00:23.000000000,37.78872976 -122.4564036
5387,Medical Incident,0 days 16:47:29.000000000,0 days 16:49:20.000000000,0 days 00:01:51.000000000,37.729632 -122.433808
5388,Medical Incident,0 days 07:31:58.000000000,0 days 07:35:23.000000000,0 days 00:03:25.000000000,37.78492113 -122.4160974
5389,Medical Incident,0 days 09:48:30.000000000,0 days 09:56:04.000000000,0 days 00:07:34.000000000,37.77409486 -122.4200014
5390,Medical Incident,0 days 12:58:04.000000000,0 days 12:59:52.000000000,0 days 00:01:48.000000000,37.77644931 -122.5017345
5391,Medical Incident,0 days 08:44:11.000000000,0 days 08:47:02.000000000,0 days 00:02:51.000000000,37.79983092 -122.4352019
5392,Medical Incident,0 days 14:17:19.000000000,0 days 14:21:28.000000000,0 days 00:04:09.000000000,37.78906361 -122.4018031
5393,Medical Incident,0 days 09:51:55.000000000,0 days 09:57:37.000000000,0 days 00:05:42.000000000,37.78186545 -122.4142853
5394,Vehicle Fire,0 days 17:34:24.000000000,0 days 17:37:04.000000000,0 days 00:02:40.000000000,37.78916078 -122.4161834
5395,Alarms,0 days 15:48:32.000000000,0 days 15:50:13.000000000,0 days 00:01:41.000000000,37.77475548 -122.4546826
5396,Medical Incident,0 days 08:36:17.000000000,0 days 08:37:04.000000000,0 days 00:00:47.000000000,37.7837893 -122.4092663
5397,Medical Incident,0 days 08:31:22.000000000,0 days 08:35:23.000000000,0 days 00:04:01.000000000,37.73027772 -122.4296069
5398,Medical Incident,0 days 09:46:40.000000000,0 days 09:48:46.000000000,0 days 00:02:06.000000000,37.77507596 -122.5112949
5399,Other,0 days 13:28:57.000000000,0 days 13:28:57.000000000,0 days 00:00:00.000000000,37.72582497 -122.4423244
5400,Medical Incident,0 days 09:39:58.000000000,0 days 09:40:16.000000000,0 days 00:00:18.000000000,37.71569869 -122.4009203
5401,Medical Incident,0 days 10:08:47.000000000,0 days 10:12:38.000000000,0 days 00:03:51.000000000,37.77830294 -122.4154368
5402,Medical Incident,0 days 17:52:43.000000000,0 days 17:53:11.000000000,0 days 00:00:28.000000000,37.78383852 -122.4137755
5403,Medical Incident,0 days 08:18:56.000000000,0 days 08:19:35.000000000,0 days 00:00:39.000000000,37.71760251 -122.4062683
5404,Medical Incident,0 days 09:05:26.000000000,0 days 09:06:48.000000000,0 days 00:01:22.000000000,37.78132126 -122.3958435
5405,Traffic Collision,0 days 15:26:51.000000000,0 days 15:28:12.000000000,0 days 00:01:21.000000000,37.79447972 -122.3947476
5406,Medical Incident,0 days 14:54:07.000000000,0 days 14:55:53.000000000,0 days 00:01:46.000000000,37.7881859 -122.40012
5407,Medical Incident,0 days 10:23:06.000000000,0 days 10:26:02.000000000,0 days 00:02:56.000000000,37.80112513 -122.4113763
5408,Alarms,0 days 13:44:32.000000000,0 days 13:46:06.000000000,0 days 00:01:34.000000000,37.72664748 -122.393867
5409,Medical Incident,0 days 14:26:43.000000000,0 days 14:31:04.000000000,0 days 00:04:21.000000000,37.7826425 -122.4078327
5410,Medical Incident,0 days 00:59:27.000000000,0 days 00:59:59.000000000,0 days 00:00:32.000000000,37.77475978 -122.4164573
5411,Medical Incident,0 days 02:27:50.000000000,0 days 02:28:11.000000000,0 days 00:00:21.000000000,37.7479927 -122.4054236
5412,Medical Incident,0 days 18:46:24.000000000,0 days 18:46:37.000000000,0 days 00:00:13.000000000,37.77346649 -122.4135469
5413,Alarms,0 days 14:37:45.000000000,0 days 14:38:35.000000000,0 days 00:00:50.000000000,37.74919905 -122.4145932
5414,Medical Incident,0 days 16:07:19.000000000,0 days 16:09:58.000000000,0 days 00:02:39.000000000,37.79862378 -122.4606347
5415,Medical Incident,0 days 14:02:25.000000000,0 days 14:04:04.000000000,0 days 00:01:39.000000000,37.7815854 -122.4230902
5416,Medical Incident,0 days 16:22:10.000000000,0 days 16:23:10.000000000,0 days 00:01:00.000000000,37.78500949 -122.4187138
5417,Medical Incident,0 days 14:48:00.000000000,0 days 14:49:47.000000000,0 days 00:01:47.000000000,37.78439649 -122.4169005
5418,Medical Incident,0 days 14:54:07.000000000,0 days 14:55:53.000000000,0 days 00:01:46.000000000,37.78139834 -122.4547041
5419,Other,0 days 03:57:44.000000000,0 days 04:00:40.000000000,0 days 00:02:56.000000000,37.80112513 -122.4113763
5420,Structure Fire,0 days 16:25:42.000000000,0 days 16:27:06.000000000,0 days 00:01:24.000000000,37.78876833 -122.40843
5421,Traffic Collision,0 days 12:36:06.000000000,0 days 12:37:03.000000000,0 days 00:00:57.000000000,37.73527383 -122.3914135
5422,Vehicle Fire,0 days 00:25:17.000000000,0 days 00:28:54.000000000,0 days 00:03:37.000000000,37.77858957 -122.4116262
5423,Vehicle Fire,0 days 00:25:17.000000000,0 days 00:28:54.000000000,0 days 00:03:37.000000000,37.72391411 -122.3914919
5424,Medical Incident,0 days 06:16:28.000000000,0 days 06:21:23.000000000,0 days 00:04:55.000000000,37.72391411 -122.3914919
5425,Medical Incident,0 days 20:06:31.000000000,0 days 20:09:31.000000000,0 days 00:03:00.000000000,37.78111921 -122.412597
5426,Structure Fire,0 days 10:30:12.000000000,0 days 10:30:31.000000000,0 days 00:00:19.000000000,37.78224837 -122.4465925
5427,Alarms,0 days 11:44:44.000000000,0 days 11:46:05.000000000,0 days 00:01:21.000000000,37.77021017 -122.445345
5428,Medical Incident,0 days 16:13:49.000000000,0 days 16:15:35.000000000,0 days 00:01:46.000000000,37.78630722 -122.4052948
5429,Medical Incident,0 days 12:02:16.000000000,0 days 12:05:59.000000000,0 days 00:03:43.000000000,37.74823073 -122.414919
5430,Medical Incident,0 days 12:30:26.000000000,0 days 12:31:57.000000000,0 days 00:01:31.000000000,37.74122196 -122.495915
5431,Medical Incident,0 days 15:24:24.000000000,0 days 15:37:00.000000000,0 days 00:12:36.000000000,37.77762424 -122.3999811
5432,Medical Incident,0 days 01:13:09.000000000,0 days 01:14:04.000000000,0 days 00:00:55.000000000,37.75191566 -122.4655374
5433,Alarms,0 days 15:48:32.000000000,0 days 15:50:13.000000000,0 days 00:01:41.000000000,37.77762424 -122.3999811
5434,Traffic Collision,0 days 18:03:56.000000000,0 days 18:08:22.000000000,0 days 00:04:26.000000000,37.7837893 -122.4092663
5435,Medical Incident,0 days 02:05:29.000000000,0 days 02:06:23.000000000,0 days 00:00:54.000000000,37.78537343 -122.4590871
5436,Outside Fire,0 days 17:41:45.000000000,0 days 17:41:50.000000000,0 days 00:00:05.000000000,37.78714009 -122.4320886
5437,Medical Incident,0 days 01:43:10.000000000,0 days 01:44:23.000000000,0 days 00:01:13.000000000,37.78564171 -122.4179963
5438,Medical Incident,0 days 03:24:30.000000000,0 days 03:27:58.000000000,0 days 00:03:28.000000000,37.77626951 -122.4172576
5439,Medical Incident,0 days 09:14:11.000000000,0 days 09:16:41.000000000,0 days 00:02:30.000000000,37.79011157 -122.4810515
5440,Medical Incident,0 days 08:51:31.000000000,0 days 08:55:33.000000000,0 days 00:04:02.000000000,37.78153743 -122.4095183
5441,Medical Incident,0 days 14:26:43.000000000,0 days 14:31:04.000000000,0 days 00:04:21.000000000,37.72385901 -122.4556159
5442,Medical Incident,0 days 16:28:14.000000000,0 days 16:29:07.000000000,0 days 00:00:53.000000000,37.77475978 -122.4164573
5443,Medical Incident,0 days 09:25:37.000000000,0 days 09:27:39.000000000,0 days 00:02:02.000000000,37.77830294 -122.4154368
5444,Structure Fire,0 days 19:53:01.000000000,0 days 19:55:15.000000000,0 days 00:02:14.000000000,37.78701079 -122.399975
5445,Medical Incident,0 days 12:56:19.000000000,0 days 12:58:23.000000000,0 days 00:02:04.000000000,37.77710453 -122.3927504
5446,Alarms,0 days 11:57:35.000000000,0 days 12:00:18.000000000,0 days 00:02:43.000000000,37.78737446 -122.4377476
5447,Medical Incident,0 days 09:41:25.000000000,0 days 10:01:02.000000000,0 days 00:19:37.000000000,37.77879789 -122.4225207
5448,Medical Incident,0 days 17:21:42.000000000,0 days 17:23:19.000000000,0 days 00:01:37.000000000,37.78387236 -122.4201755
5449,Medical Incident,0 days 00:54:35.000000000,0 days 00:55:09.000000000,0 days 00:00:34.000000000,37.78486624 -122.4127821
5450,Medical Incident,0 days 16:46:31.000000000,0 days 18:59:19.000000000,0 days 02:12:48.000000000,37.76301735 -122.4481104
5451,Medical Incident,0 days 02:07:51.000000000,0 days 02:10:24.000000000,0 days 00:02:33.000000000,37.74947846 -122.4028663
5452,Medical Incident,0 days 22:58:45.000000000,0 days 22:59:08.000000000,0 days 00:00:23.000000000,37.78594273 -122.4189026
5453,Medical Incident,0 days 22:06:45.000000000,0 days 22:08:43.000000000,0 days 00:01:58.000000000,37.74917218 -122.4159546
5454,Medical Incident,0 days 13:10:48.000000000,0 days 13:12:00.000000000,0 days 00:01:12.000000000,37.75767154 -122.3946608
5455,Medical Incident,0 days 18:05:43.000000000,0 days 18:07:21.000000000,0 days 00:01:38.000000000,37.7875045 -122.4141637
5456,Medical Incident,0 days 18:25:21.000000000,0 days 18:29:30.000000000,0 days 00:04:09.000000000,37.78589033 -122.4117257
5457,Alarms,0 days 13:33:58.000000000,0 days 13:35:21.000000000,0 days 00:01:23.000000000,37.78469892 -122.4135935
5458,Medical Incident,0 days 22:12:45.000000000,0 days 22:19:36.000000000,0 days 00:06:51.000000000,37.78394291 -122.4129524
5459,Traffic Collision,0 days 18:03:56.000000000,0 days 18:09:25.000000000,0 days 00:05:29.000000000,37.78176091 -122.4151051
5460,Medical Incident,0 days 19:58:27.000000000,0 days 20:00:44.000000000,0 days 00:02:17.000000000,37.78537343 -122.4590871
5461,Medical Incident,0 days 02:36:38.000000000,0 days 02:37:37.000000000,0 days 00:00:59.000000000,37.79573711 -122.4234131
5462,Medical Incident,0 days 00:12:51.000000000,0 days 00:15:20.000000000,0 days 00:02:29.000000000,37.78269112 -122.4095367
5463,Medical Incident,0 days 08:32:28.000000000,0 days 08:41:29.000000000,0 days 00:09:01.000000000,37.77744083 -122.4256194
5464,Medical Incident,0 days 15:09:40.000000000,0 days 15:11:51.000000000,0 days 00:02:11.000000000,37.72274665 -122.43296
5465,Medical Incident,0 days 13:14:40.000000000,0 days 13:15:21.000000000,0 days 00:00:41.000000000,37.76932618 -122.4527123
5466,Alarms,0 days 11:41:16.000000000,0 days 11:43:04.000000000,0 days 00:01:48.000000000,37.78383444 -122.4129305
5467,Medical Incident,0 days 21:57:23.000000000,0 days 21:58:49.000000000,0 days 00:01:26.000000000,37.76410441 -122.421878
5468,Medical Incident,0 days 11:59:27.000000000,0 days 11:59:55.000000000,0 days 00:00:28.000000000,37.77638422 -122.4212604
5469,Alarms,0 days 12:09:00.000000000,0 days 12:10:01.000000000,0 days 00:01:01.000000000,37.77871943 -122.4147412
5470,Medical Incident,0 days 09:32:28.000000000,0 days 09:36:46.000000000,0 days 00:04:18.000000000,37.76141313 -122.4272205
5471,Structure Fire,0 days 12:38:34.000000000,0 days 12:39:05.000000000,0 days 00:00:31.000000000,37.77409486 -122.4200014
5472,Medical Incident,0 days 09:27:41.000000000,0 days 09:29:52.000000000,0 days 00:02:11.000000000,37.79494605 -122.4291559
5473,Medical Incident,0 days 18:31:43.000000000,0 days 18:34:11.000000000,0 days 00:02:28.000000000,37.75355162 -122.4354147
5474,Medical Incident,0 days 12:47:34.000000000,0 days 12:49:31.000000000,0 days 00:01:57.000000000,37.79633525 -122.4005152
5475,Medical Incident,0 days 11:42:56.000000000,0 days 12:15:34.000000000,0 days 00:32:38.000000000,37.71795294 -122.4456859
5476,Medical Incident,0 days 12:47:34.000000000,0 days 12:49:31.000000000,0 days 00:01:57.000000000,37.72903103 -122.4189314
5477,Medical Incident,0 days 20:43:43.000000000,0 days 20:46:06.000000000,0 days 00:02:23.000000000,37.71795294 -122.4456859
5478,Medical Incident,0 days 10:57:01.000000000,0 days 11:00:09.000000000,0 days 00:03:08.000000000,37.7850961 -122.4127588
5479,Alarms,0 days 12:53:23.000000000,0 days 12:56:26.000000000,0 days 00:03:03.000000000,37.7903193 -122.4231629
5480,Traffic Collision,0 days 23:46:41.000000000,0 days 23:48:17.000000000,0 days 00:01:36.000000000,37.79380339 -122.4390417
5481,Medical Incident,0 days 09:59:49.000000000,0 days 10:00:56.000000000,0 days 00:01:07.000000000,37.77011145 -122.4200083
5482,Medical Incident,0 days 10:49:05.000000000,0 days 10:52:58.000000000,0 days 00:03:53.000000000,37.78906361 -122.4018031
5483,Medical Incident,0 days 02:07:49.000000000,0 days 02:08:25.000000000,0 days 00:00:36.000000000,37.73238073 -122.378268
5484,Medical Incident,0 days 20:54:30.000000000,0 days 20:56:52.000000000,0 days 00:02:22.000000000,37.78661535 -122.4063989
5485,Medical Incident,0 days 21:50:43.000000000,0 days 21:52:26.000000000,0 days 00:01:43.000000000,37.78160513 -122.4163363
5486,Medical Incident,0 days 15:04:59.000000000,0 days 15:08:50.000000000,0 days 00:03:51.000000000,37.78971338 -122.4416302
5487,Medical Incident,0 days 09:06:08.000000000,0 days 09:07:48.000000000,0 days 00:01:40.000000000,37.78574399 -122.405831
5488,Medical Incident,0 days 17:42:51.000000000,0 days 17:48:27.000000000,0 days 00:05:36.000000000,37.7722547 -122.4405724
5489,Medical Incident,0 days 16:59:34.000000000,0 days 17:01:22.000000000,0 days 00:01:48.000000000,37.74360858 -122.4376829
5490,Medical Incident,0 days 07:31:58.000000000,0 days 07:33:49.000000000,0 days 00:01:51.000000000,37.78116831 -122.4348057
