,call_type,received_timestamp,disptach_timestamp,dispatch_time
5456,Medical Incident,0 days 18:25:21.000000000,0 days 18:29:30.000000000,0 days 00:04:09.000000000
5457,Alarms,0 days 13:33:58.000000000,0 days 13:35:21.000000000,0 days 00:01:23.000000000
5458,Medical Incident,0 days 22:12:45.000000000,0 days 22:19:36.000000000,0 days 00:06:51.000000000
5459,Traffic Collision,0 days 18:03:56.000000000,0 days 18:09:25.000000000,0 days 00:05:29.000000000
5460,Medical Incident,0 days 19:58:27.000000000,0 days 20:00:44.000000000,0 days 00:02:17.000000000
5461,Medical Incident,0 days 02:36:38.000000000,0 days 02:37:37.000000000,0 days 00:00:59.000000000
5462,Medical Incident,0 days 00:12:51.000000000,0 days 00:15:20.000000000,0 days 00:02:29.000000000
5463,Medical Incident,0 days 08:32:28.000000000,0 days 08:41:29.000000000,0 days 00:09:01.000000000
5464,Medical Incident,0 days 15:09:40.000000000,0 days 15:11:51.000000000,0 days 00:02:11.000000000
5465,Medical Incident,0 days 13:14:40.000000000,0 days 13:15:21.000000000,0 days 00:00:41.000000000
5466,Alarms,0 days 11:41:16.000000000,0 days 11:43:04.000000000,0 days 00:01:48.000000000
5467,Medical Incident,0 days 21:57:23.000000000,0 days 21:58:49.000000000,0 days 00:01:26.000000000
5468,Medical Incident,0 days 11:59:27.000000000,0 days 11:59:55.000000000,0 days 00:00:28.000000000
5469,Alarms,0 days 12:09:00.000000000,0 days 12:10:01.000000000,0 days 00:01:01.000000000
5470,Medical Incident,0 days 09:32:28.000000000,0 days 09:36:46.000000000,0 days 00:04:18.000000000
5471,Structure Fire,0 days 12:38:34.000000000,0 days 12:39:05.000000000,0 days 00:00:31.000000000
5472,Medical Incident,0 days 09:27:41.000000000,0 days 09:29:52.000000000,0 days 00:02:11.000000000
5473,Medical Incident,0 days 18:31:43.000000000,0 days 18:34:11.000000000,0 days 00:02:28.000000000
5474,Medical Incident,0 days 12:47:34.000000000,0 days 12:49:31.000000000,0 days 00:01:57.000000000
5475,Medical Incident,0 days 11:42:56.000000000,0 days 12:15:34.000000000,0 days 00:32:38.000000000
5476,Medical Incident,0 days 12:47:34.000000000,0 days 12:49:31.000000000,0 days 00:01:57.000000000
5477,Medical Incident,0 days 20:43:43.000000000,0 days 20:46:06.000000000,0 days 00:02:23.000000000
5478,Medical Incident,0 days 10:57:01.000000000,0 days 11:00:09.000000000,0 days 00:03:08.000000000
5479,Alarms,0 days 12:53:23.000000000,0 days 12:56:26.000000000,0 days 00:03:03.000000000
5480,Traffic Collision,0 days 23:46:41.000000000,0 days 23:48:17.000000000,0 days 00:01:36.000000000
5481,Medical Incident,0 days 09:59:49.000000000,0 days 10:00:56.000000000,0 days 00:01:07.000000000
5482,Medical Incident,0 days 10:49:05.000000000,0 days 10:52:58.000000000,0 days 00:03:53.000000000
5483,Medical Incident,0 days 02:07:49.000000000,0 days 02:08:25.000000000,0 days 00:00:36.000000000
5484,Medical Incident,0 days 20:54:30.000000000,0 days 20:56:52.000000000,0 days 00:02:22.000000000
5485,Medical Incident,0 days 21:50:43.000000000,0 days 21:52:26.000000000,0 days 00:01:43.000000000
5486,Medical Incident,0 days 15:04:59.000000000,0 days 15:08:50.000000000,0 days 00:03:51.000000000
5487,Medical Incident,0 days 09:06:08.000000000,0 days 09:07:48.000000000,0 days 00:01:40.000000000
5488,Medical Incident,0 days 17:42:51.000000000,0 days 17:48:27.000000000,0 days 00:05:36.000000000
5489,Medical Incident,0 days 16:59:34.000000000,0 days 17:01:22.000000000,0 days 00:01:48.000000000
5490,Medical Incident,0 days 07:31:58.000000000,0 days 07:33:49.000000000,0 days 00:01:51.000000000
5491,Medical Incident,0 days 17:37:06.000000000,0 days 17:41:11.000000000,0 days 00:04:05.000000000
5492,Alarms,0 days 13:33:58.000000000,0 days 13:35:21.000000000,0 days 00:01:23.000000000
5493,Medical Incident,0 days 09:19:32.000000000,0 days 09:19:49.000000000,0 days 00:00:17.000000000
5494,Medical Incident,0 days 23:08:48.000000000,0 days 23:10:02.000000000,0 days 00:01:14.000000000
5495,Medical Incident,0 days 23:10:32.000000000,0 days 23:12:21.000000000,0 days 00:01:49.000000000
5496,Medical Incident,0 days 10:14:57.000000000,0 days 10:16:16.000000000,0 days 00:01:19.000000000
5497,Medical Incident,0 days 04:30:52.000000000,0 days 04:33:29.000000000,0 days 00:02:37.000000000
5498,Medical Incident,0 days 09:32:28.000000000,0 days 09:36:46.000000000,0 days 00:04:18.000000000
5499,Medical Incident,0 days 12:57:25.000000000,0 days 13:00:20.000000000,0 days 00:02:55.000000000
5500,Structure Fire,0 days 19:53:01.000000000,0 days 19:55:15.000000000,0 days 00:02:14.000000000
5501,Medical Incident,0 days 10:08:03.000000000,0 days 10:13:08.000000000,0 days 00:05:05.000000000
5502,Medical Incident,0 days 00:59:27.000000000,0 days 00:59:59.000000000,0 days 00:00:32.000000000
5503,Medical Incident,0 days 00:44:32.000000000,0 days 00:44:57.000000000,0 days 00:00:25.000000000
5504,Medical Incident,0 days 08:36:17.000000000,0 days 08:37:04.000000000,0 days 00:00:47.000000000
5505,Medical Incident,0 days 15:51:09.000000000,0 days 15:54:57.000000000,0 days 00:03:48.000000000
5506,Medical Incident,0 days 05:25:35.000000000,0 days 05:27:11.000000000,0 days 00:01:36.000000000
5507,Structure Fire,0 days 03:50:05.000000000,0 days 03:50:10.000000000,0 days 00:00:05.000000000
5508,Medical Incident,0 days 09:04:53.000000000,0 days 09:09:39.000000000,0 days 00:04:46.000000000
5509,Medical Incident,0 days 16:44:25.000000000,0 days 16:56:28.000000000,0 days 00:12:03.000000000
5510,Medical Incident,0 days 06:52:56.000000000,0 days 06:53:40.000000000,0 days 00:00:44.000000000
5511,Traffic Collision,0 days 18:16:41.000000000,0 days 18:17:28.000000000,0 days 00:00:47.000000000
5512,Medical Incident,0 days 09:29:17.000000000,0 days 09:31:02.000000000,0 days 00:01:45.000000000
5513,Medical Incident,0 days 09:22:15.000000000,0 days 09:29:08.000000000,0 days 00:06:53.000000000
5514,Medical Incident,0 days 18:21:09.000000000,0 days 18:22:29.000000000,0 days 00:01:20.000000000
5515,Medical Incident,0 days 23:44:04.000000000,0 days 23:46:51.000000000,0 days 00:02:47.000000000
5516,Alarms,0 days 18:22:26.000000000,0 days 18:24:05.000000000,0 days 00:01:39.000000000
5517,Citizen Assist / Service Call,0 days 11:10:13.000000000,0 days 11:21:27.000000000,0 days 00:11:14.000000000
5518,Alarms,0 days 03:43:48.000000000,0 days 03:46:23.000000000,0 days 00:02:35.000000000
5519,Medical Incident,0 days 14:02:37.000000000,0 days 14:07:06.000000000,0 days 00:04:29.000000000
5520,Medical Incident,0 days 10:52:45.000000000,0 days 10:55:49.000000000,0 days 00:03:04.000000000
5521,Medical Incident,0 days 23:17:39.000000000,0 days 23:21:31.000000000,0 days 00:03:52.000000000
5522,Alarms,0 days 15:05:29.000000000,0 days 15:08:05.000000000,0 days 00:02:36.000000000
5523,Vehicle Fire,0 days 17:34:24.000000000,0 days 17:37:04.000000000,0 days 00:02:40.000000000
5524,Medical Incident,0 days 09:06:08.000000000,0 days 09:07:48.000000000,0 days 00:01:40.000000000
5525,Medical Incident,0 days 20:54:30.000000000,0 days 20:56:52.000000000,0 days 00:02:22.000000000
5526,Medical Incident,0 days 14:17:44.000000000,0 days 14:20:33.000000000,0 days 00:02:49.000000000
5527,Medical Incident,0 days 22:36:20.000000000,0 days 22:39:46.000000000,0 days 00:03:26.000000000
5528,Medical Incident,0 days 23:44:04.000000000,0 days 23:46:51.000000000,0 days 00:02:47.000000000
5529,Outside Fire,0 days 19:06:49.000000000,0 days 19:09:09.000000000,0 days 00:02:20.000000000
5530,Alarms,0 days 15:15:07.000000000,0 days 15:16:49.000000000,0 days 00:01:42.000000000
5531,Medical Incident,0 days 14:02:25.000000000,0 days 14:04:04.000000000,0 days 00:01:39.000000000
5532,Medical Incident,0 days 11:25:56.000000000,0 days 11:28:14.000000000,0 days 00:02:18.000000000
5533,Medical Incident,0 days 17:31:38.000000000,0 days 17:42:41.000000000,0 days 00:11:03.000000000
5534,Medical Incident,0 days 16:41:58.000000000,0 days 16:42:45.000000000,0 days 00:00:47.000000000
5535,Medical Incident,0 days 11:44:39.000000000,0 days 11:46:56.000000000,0 days 00:02:17.000000000
5536,Medical Incident,0 days 20:09:57.000000000,0 days 20:10:18.000000000,0 days 00:00:21.000000000
5537,Medical Incident,0 days 16:44:25.000000000,0 days 16:46:22.000000000,0 days 00:01:57.000000000
5538,Medical Incident,0 days 21:22:29.000000000,0 days 21:23:42.000000000,0 days 00:01:13.000000000
5539,Medical Incident,0 days 08:28:40.000000000,0 days 08:34:15.000000000,0 days 00:05:35.000000000
5540,Medical Incident,0 days 12:43:54.000000000,0 days 12:46:14.000000000,0 days 00:02:20.000000000
5541,Medical Incident,0 days 11:42:30.000000000,0 days 11:44:53.000000000,0 days 00:02:23.000000000
5542,Medical Incident,0 days 15:08:24.000000000,0 days 15:10:13.000000000,0 days 00:01:49.000000000
5543,Medical Incident,0 days 17:02:12.000000000,0 days 17:04:14.000000000,0 days 00:02:02.000000000
5544,Structure Fire,0 days 16:25:42.000000000,0 days 16:27:06.000000000,0 days 00:01:24.000000000
5545,Medical Incident,0 days 07:49:43.000000000,0 days 07:51:07.000000000,0 days 00:01:24.000000000
5546,Medical Incident,0 days 18:31:43.000000000,0 days 18:40:18.000000000,0 days 00:08:35.000000000
5547,Medical Incident,0 days 20:29:05.000000000,0 days 20:31:34.000000000,0 days 00:02:29.000000000
5548,Structure Fire,0 days 07:14:16.000000000,0 days 07:15:03.000000000,0 days 00:00:47.000000000
5549,Medical Incident,0 days 03:01:29.000000000,0 days 03:02:56.000000000,0 days 00:01:27.000000000
5550,Medical Incident,0 days 09:27:41.000000000,0 days 09:31:44.000000000,0 days 00:04:03.000000000
5551,Medical Incident,0 days 09:15:01.000000000,0 days 09:17:30.000000000,0 days 00:02:29.000000000
5552,Medical Incident,0 days 14:18:30.000000000,0 days 14:19:41.000000000,0 days 00:01:11.000000000
5553,Medical Incident,0 days 08:53:41.000000000,0 days 08:55:03.000000000,0 days 00:01:22.000000000
5554,Medical Incident,0 days 23:40:16.000000000,0 days 23:42:26.000000000,0 days 00:02:10.000000000
5555,Medical Incident,0 days 00:25:32.000000000,0 days 00:27:48.000000000,0 days 00:02:16.000000000
5556,Medical Incident,0 days 11:25:08.000000000,0 days 11:26:25.000000000,0 days 00:01:17.000000000
5557,Medical Incident,0 days 04:51:47.000000000,0 days 04:53:18.000000000,0 days 00:01:31.000000000
5558,Medical Incident,0 days 23:19:14.000000000,0 days 23:21:51.000000000,0 days 00:02:37.000000000
5559,Medical Incident,0 days 23:20:19.000000000,0 days 23:20:49.000000000,0 days 00:00:30.000000000
5560,Medical Incident,0 days 18:53:51.000000000,0 days 18:56:34.000000000,0 days 00:02:43.000000000
5561,Medical Incident,0 days 12:10:25.000000000,0 days 12:12:54.000000000,0 days 00:02:29.000000000
5562,Medical Incident,0 days 14:24:23.000000000,0 days 14:25:23.000000000,0 days 00:01:00.000000000
5563,Alarms,0 days 12:09:00.000000000,0 days 12:10:01.000000000,0 days 00:01:01.000000000
5564,Medical Incident,0 days 20:28:14.000000000,0 days 20:30:32.000000000,0 days 00:02:18.000000000
5565,Medical Incident,0 days 09:44:59.000000000,0 days 09:48:10.000000000,0 days 00:03:11.000000000
5566,Medical Incident,0 days 19:34:50.000000000,0 days 19:38:34.000000000,0 days 00:03:44.000000000
5567,Medical Incident,0 days 09:25:37.000000000,0 days 09:26:31.000000000,0 days 00:00:54.000000000
5568,Medical Incident,0 days 05:36:42.000000000,0 days 05:38:21.000000000,0 days 00:01:39.000000000
5569,Medical Incident,0 days 12:46:54.000000000,0 days 12:47:29.000000000,0 days 00:00:35.000000000
5570,Medical Incident,0 days 18:26:46.000000000,0 days 18:30:16.000000000,0 days 00:03:30.000000000
5571,Medical Incident,0 days 08:44:11.000000000,0 days 08:47:02.000000000,0 days 00:02:51.000000000
5572,Medical Incident,0 days 17:26:55.000000000,0 days 17:29:33.000000000,0 days 00:02:38.000000000
5573,Medical Incident,0 days 09:50:54.000000000,0 days 09:55:14.000000000,0 days 00:04:20.000000000
5574,Medical Incident,0 days 19:27:51.000000000,0 days 19:31:10.000000000,0 days 00:03:19.000000000
5575,Alarms,0 days 13:44:32.000000000,0 days 13:46:06.000000000,0 days 00:01:34.000000000
5576,Medical Incident,0 days 18:56:15.000000000,0 days 18:57:42.000000000,0 days 00:01:27.000000000
5577,Medical Incident,0 days 07:04:28.000000000,0 days 07:10:16.000000000,0 days 00:05:48.000000000
5578,Traffic Collision,0 days 18:03:56.000000000,0 days 18:08:22.000000000,0 days 00:04:26.000000000
5579,Citizen Assist / Service Call,0 days 23:57:05.000000000,0 days 23:59:30.000000000,0 days 00:02:25.000000000
5580,Alarms,0 days 18:47:00.000000000,0 days 18:50:13.000000000,0 days 00:03:13.000000000
5581,Medical Incident,0 days 09:54:30.000000000,0 days 09:56:57.000000000,0 days 00:02:27.000000000
5582,Medical Incident,0 days 16:46:31.000000000,0 days 16:51:35.000000000,0 days 00:05:04.000000000
5583,Medical Incident,0 days 20:12:14.000000000,0 days 20:14:08.000000000,0 days 00:01:54.000000000
5584,Medical Incident,0 days 16:40:50.000000000,0 days 16:44:11.000000000,0 days 00:03:21.000000000
5585,Medical Incident,0 days 16:59:35.000000000,0 days 17:03:22.000000000,0 days 00:03:47.000000000
5586,Traffic Collision,0 days 17:00:18.000000000,0 days 17:02:23.000000000,0 days 00:02:05.000000000
5587,Medical Incident,0 days 16:59:35.000000000,0 days 17:01:55.000000000,0 days 00:02:20.000000000
5588,Medical Incident,0 days 19:56:52.000000000,0 days 20:02:38.000000000,0 days 00:05:46.000000000
5589,Medical Incident,0 days 04:07:23.000000000,0 days 04:16:10.000000000,0 days 00:08:47.000000000
5590,Alarms,0 days 01:30:01.000000000,0 days 01:32:13.000000000,0 days 00:02:12.000000000
5591,Medical Incident,0 days 16:23:25.000000000,0 days 16:31:38.000000000,0 days 00:08:13.000000000
5592,Medical Incident,0 days 09:51:55.000000000,0 days 10:58:31.000000000,0 days 01:06:36.000000000
5593,Medical Incident,0 days 09:25:37.000000000,0 days 09:26:31.000000000,0 days 00:00:54.000000000
5594,Alarms,0 days 04:31:08.000000000,0 days 04:33:54.000000000,0 days 00:02:46.000000000
5595,Medical Incident,0 days 11:44:39.000000000,0 days 11:46:56.000000000,0 days 00:02:17.000000000
5596,Medical Incident,0 days 02:48:44.000000000,0 days 02:49:45.000000000,0 days 00:01:01.000000000
5597,Medical Incident,0 days 12:02:16.000000000,0 days 12:05:59.000000000,0 days 00:03:43.000000000
5598,Traffic Collision,0 days 18:16:41.000000000,0 days 18:17:28.000000000,0 days 00:00:47.000000000
5599,Alarms,0 days 11:03:14.000000000,0 days 11:04:32.000000000,0 days 00:01:18.000000000
5600,Medical Incident,0 days 16:03:43.000000000,0 days 16:06:02.000000000,0 days 00:02:19.000000000
5601,Medical Incident,0 days 23:07:23.000000000,0 days 23:07:57.000000000,0 days 00:00:34.000000000
5602,Alarms,0 days 12:28:47.000000000,0 days 12:30:30.000000000,0 days 00:01:43.000000000
5603,Medical Incident,0 days 11:00:11.000000000,0 days 11:03:13.000000000,0 days 00:03:02.000000000
5604,Medical Incident,0 days 09:51:55.000000000,0 days 09:56:33.000000000,0 days 00:04:38.000000000
5605,Medical Incident,0 days 12:33:39.000000000,0 days 12:43:26.000000000,0 days 00:09:47.000000000
5606,Medical Incident,0 days 19:21:31.000000000,0 days 19:26:29.000000000,0 days 00:04:58.000000000
5607,Medical Incident,0 days 03:01:29.000000000,0 days 03:02:56.000000000,0 days 00:01:27.000000000
5608,Medical Incident,0 days 12:22:37.000000000,0 days 12:24:37.000000000,0 days 00:02:00.000000000
5609,Medical Incident,0 days 18:31:43.000000000,0 days 18:34:11.000000000,0 days 00:02:28.000000000
5610,Alarms,0 days 11:57:35.000000000,0 days 12:00:18.000000000,0 days 00:02:43.000000000
5611,Alarms,0 days 09:19:44.000000000,0 days 09:21:45.000000000,0 days 00:02:01.000000000
5612,Medical Incident,0 days 09:59:49.000000000,0 days 10:00:56.000000000,0 days 00:01:07.000000000
5613,Medical Incident,0 days 23:53:52.000000000,0 days 23:56:32.000000000,0 days 00:02:40.000000000
5614,Structure Fire,0 days 03:10:26.000000000,0 days 03:11:52.000000000,0 days 00:01:26.000000000
5615,Medical Incident,0 days 08:56:42.000000000,0 days 09:01:15.000000000,0 days 00:04:33.000000000
5616,Medical Incident,0 days 18:06:44.000000000,0 days 18:07:39.000000000,0 days 00:00:55.000000000
5617,Medical Incident,0 days 02:24:23.000000000,0 days 02:25:57.000000000,0 days 00:01:34.000000000
5618,Medical Incident,0 days 09:04:53.000000000,0 days 09:09:39.000000000,0 days 00:04:46.000000000
5619,Alarms,0 days 12:28:47.000000000,0 days 12:30:30.000000000,0 days 00:01:43.000000000
5620,Medical Incident,0 days 12:43:54.000000000,0 days 12:46:14.000000000,0 days 00:02:20.000000000
5621,Structure Fire,0 days 03:10:26.000000000,0 days 03:11:52.000000000,0 days 00:01:26.000000000
5622,Medical Incident,0 days 15:24:51.000000000,0 days 15:28:54.000000000,0 days 00:04:03.000000000
5623,Structure Fire,0 days 12:38:34.000000000,0 days 12:39:05.000000000,0 days 00:00:31.000000000
5624,Alarms,0 days 11:41:16.000000000,0 days 11:43:04.000000000,0 days 00:01:48.000000000
5625,Structure Fire,0 days 12:38:34.000000000,0 days 12:39:05.000000000,0 days 00:00:31.000000000
5626,Medical Incident,0 days 15:04:59.000000000,0 days 15:08:50.000000000,0 days 00:03:51.000000000
5627,Medical Incident,0 days 20:35:59.000000000,0 days 20:38:43.000000000,0 days 00:02:44.000000000
5628,Medical Incident,0 days 11:59:27.000000000,0 days 12:01:06.000000000,0 days 00:01:39.000000000
5629,Structure Fire,0 days 02:04:53.000000000,0 days 02:05:20.000000000,0 days 00:00:27.000000000
5630,Medical Incident,0 days 09:29:17.000000000,0 days 09:30:21.000000000,0 days 00:01:04.000000000
5631,Medical Incident,0 days 18:12:08.000000000,0 days 18:16:07.000000000,0 days 00:03:59.000000000
5632,Medical Incident,0 days 11:48:43.000000000,0 days 11:50:24.000000000,0 days 00:01:41.000000000
5633,Medical Incident,0 days 23:40:16.000000000,0 days 23:43:15.000000000,0 days 00:02:59.000000000
5634,Medical Incident,0 days 14:56:15.000000000,0 days 14:58:00.000000000,0 days 00:01:45.000000000
5635,Medical Incident,0 days 16:44:25.000000000,0 days 16:46:22.000000000,0 days 00:01:57.000000000
5636,Medical Incident,0 days 09:14:11.000000000,0 days 09:16:41.000000000,0 days 00:02:30.000000000
5637,Alarms,0 days 18:47:00.000000000,0 days 18:50:13.000000000,0 days 00:03:13.000000000
5638,Medical Incident,0 days 23:24:22.000000000,0 days 23:27:30.000000000,0 days 00:03:08.000000000
5639,Structure Fire,0 days 16:25:42.000000000,0 days 16:27:06.000000000,0 days 00:01:24.000000000
5640,Medical Incident,0 days 18:21:09.000000000,0 days 18:22:29.000000000,0 days 00:01:20.000000000
5641,Medical Incident,0 days 04:07:23.000000000,0 days 04:11:31.000000000,0 days 00:04:08.000000000
5642,Medical Incident,0 days 05:25:35.000000000,0 days 05:27:11.000000000,0 days 00:01:36.000000000
5643,Medical Incident,0 days 14:22:36.000000000,0 days 14:26:20.000000000,0 days 00:03:44.000000000
