call_type,latitude,longitude,zipcode_of_incident,,row_id
Medical Incident,37.72385901,-122.4556159,94112,,180180859-71
Medical Incident,37.77475978,-122.4164573,94103,,180182206-RC1
Medical Incident,37.77830294,-122.4154368,94102,,180182660-66
Medical Incident,37.78701079,-122.399975,94105,,180180994-T01
Structure Fire,37.77710453,-122.3927504,94107,,180183532-T04
Medical Incident,37.78737446,-122.4377476,94115,,180181784-88
Alarms,37.77879789,-122.4225207,94102,,180181561-E03
Medical Incident,37.78387236,-122.4201755,94109,,180181050-60
Medical Incident,37.78486624,-122.4127821,94102,,180182935-E03
Medical Incident,37.76301735,-122.4481104,94117,,180180081-61
Medical Incident,37.74947846,-122.4028663,94124,,180182765-RC3
Medical Incident,37.78594273,-122.4189026,94109,,180180160-AM124
Medical Incident,37.74917218,-122.4159546,94110,,180184044-E11
Medical Incident,37.75767154,-122.3946608,94107,,180183908-55
Medical Incident,37.7875045,-122.4141637,94109,,180181848-KM13
Medical Incident,37.78589033,-122.4117257,94102,,180183105-KM02
Medical Incident,37.78469892,-122.4135935,94102,,180183190-E03
Alarms,37.78394291,-122.4129524,94102,,180181956-T03
Medical Incident,37.78176091,-122.4151051,94102,,180183938-66
Traffic Collision,37.78537343,-122.4590871,94118,,180183108-68
Medical Incident,37.79573711,-122.4234131,94109,,180183545-E41
Medical Incident,37.78269112,-122.4095367,94103,,180180188-84
Medical Incident,37.77744083,-122.4256194,94102,,180180025-68
Medical Incident,37.72274665,-122.43296,94112,,180180811-E43
Medical Incident,37.76932618,-122.4527123,94117,,180182363-91
Medical Incident,37.78383444,-122.4129305,94102,,180181857-KM11
Alarms,37.76410441,-122.421878,94110,,180181493-E07
Medical Incident,37.77638422,-122.4212604,94102,,180183886-76
Medical Incident,37.77871943,-122.4147412,94103,,180181560-76
Alarms,37.76141313,-122.4272205,94114,,180181594-E06
Medical Incident,37.77409486,-122.4200014,94103,,180181031-64
Structure Fire,37.79494605,-122.4291559,94109,,180181698-T03
Medical Incident,37.75355162,-122.4354147,94114,,180181006-E24
Medical Incident,37.79633525,-122.4005152,94111,,180183223-76
Medical Incident,37.71795294,-122.4456859,94112,,180181745-T15
Medical Incident,37.72903103,-122.4189314,94134,,180181492-E42
Medical Incident,37.71795294,-122.4456859,94112,,180181745-85
Medical Incident,37.7850961,-122.4127588,94102,,180183674-E03
Medical Incident,37.7903193,-122.4231629,94109,,180181335-E38
Alarms,37.79380339,-122.4390417,94123,,180181769-B04
Traffic Collision,37.77011145,-122.4200083,94103,,180184169-E36
Medical Incident,37.78906361,-122.4018031,94104,,180181125-E13
Medical Incident,37.73238073,-122.378268,94124,,180181303-E17
Medical Incident,37.78661535,-122.4063989,94108,,180180156-70
Medical Incident,37.78160513,-122.4163363,94102,,180183710-T03
Medical Incident,37.78971338,-122.4416302,94115,,180183872-E10
Medical Incident,37.78574399,-122.405831,94103,,180182343-E01
Medical Incident,37.7722547,-122.4405724,94117,,180180921-E21
Medical Incident,37.74360858,-122.4376829,94131,,180183024-E26
Medical Incident,37.78116831,-122.4348057,94115,,180182831-68
Medical Incident,37.79171002,-122.4227754,94109,,180180594-E41
Medical Incident,37.75250607,-122.414086,94110,,180183004-E07
Alarms,37.78394291,-122.4129524,94102,,180181956-B02
Medical Incident,37.78111921,-122.412597,94102,,180180963-85
Medical Incident,37.72964281,-122.3923586,94124,,180184072-E17
Medical Incident,37.76227017,-122.4194705,94110,,180184075-E29
Medical Incident,37.74524779,-122.3906484,94124,,180181172-E25
Medical Incident,37.78659754,-122.3979317,94105,,180180304-E35
Medical Incident,37.77409486,-122.4200014,94103,,180181031-E36
Medical Incident,37.80526026,-122.4160538,94133,,180181794-AM126
Structure Fire,37.77710453,-122.3927504,94107,,180183532-D3
Medical Incident,37.78367395,-122.415073,94109,,180181155-82
Medical Incident,37.7479927,-122.4054236,94110,,180180087-95
Medical Incident,37.74678928,-122.4186946,94110,,180180069-AM122
Medical Incident,37.73027772,-122.4296069,94112,,180180796-91
Medical Incident,37.71562305,-122.3834229,94124,,180182525-53
Medical Incident,37.72925248,-122.3824576,94124,,180180355-E17
Structure Fire,37.77310059,-122.4155614,94103,,180180256-T01
Medical Incident,37.76464569,-122.4263817,94103,,180180920-AM108
Medical Incident,37.71100291,-122.4125613,94134,,180182747-RC4
Medical Incident,37.78594273,-122.4189026,94109,,180180488-71
Traffic Collision,37.78022582,-122.4815157,94121,,180183159-86
Medical Incident,37.79804495,-122.3963671,94111,,180181009-E13
Medical Incident,37.78111921,-122.412597,94102,,180180999-79
Medical Incident,37.75370309,-122.4208121,94110,,180183173-AM116
Medical Incident,37.73038988,-122.4297938,94112,,180184168-RC4
Alarms,37.75675709,-122.4830289,94122,,180183183-E18
Citizen Assist / Service Call,37.72615321,-122.437433,94112,,180181381-83
Alarms,37.78958038,-122.4128912,94109,,180180255-T03
Medical Incident,37.70976253,-122.449675,94112,,180182113-57
Medical Incident,37.78926925,-122.4162054,94109,,180181318-KM11
Medical Incident,37.74289233,-122.434492,94131,,180184094-55
Alarms,37.76494911,-122.4432025,94114,,180182342-T12
Vehicle Fire,37.77475548,-122.4546826,94122,,180182991-T12
Medical Incident,37.7722547,-122.4405724,94117,,180180921-AM102
Medical Incident,37.78160513,-122.4163363,94102,,180183710-86
Medical Incident,37.79459435,-122.4214252,94109,,180182159-AM112
Medical Incident,37.7731448,-122.3914729,94158,,180183995-KM07
Medical Incident,37.73038988,-122.4297938,94112,,180184168-E32
Outside Fire,37.78513998,-122.454627,94118,,180183375-E10
Alarms,37.72380521,-122.4733271,94132,,180182383-T15
Medical Incident,37.78500949,-122.4187138,94109,,180182096-KM13
Medical Incident,37.77256476,-122.4305998,94117,,180181432-E05
Medical Incident,37.74528493,-122.488673,94116,,180183008-59
Medical Incident,37.80558464,-122.4119727,94133,,180182719-E28
Medical Incident,37.7159003,-122.4365914,94112,,180181511-E43
Medical Incident,37.75170473,-122.4274374,94114,,180183581-E11
Medical Incident,37.71100291,-122.4125613,94134,,180182747-73
Medical Incident,37.78947882,-122.4145611,94109,,180183787-E41
Medical Incident,37.77693145,-122.3993081,94107,,180180784-75
Medical Incident,37.70976253,-122.449675,94112,,180181733-E33
Medical Incident,37.78428162,-122.4046146,94103,,180181500-RC1
Medical Incident,37.80702731,-122.4138125,94133,,180182354-E02
Medical Incident,37.7249573,-122.4346713,94112,,180182840-56
Structure Fire,37.73527383,-122.3914135,94124,,180182656-B10
Medical Incident,37.73490503,-122.3863042,94124,,180180647-55
Medical Incident,37.79633525,-122.4005152,94111,,180183223-RC1
Medical Incident,37.76803165,-122.4474482,94117,,180183633-E21
Structure Fire,37.74983632,-122.4182805,94110,,180180538-T11
Medical Incident,37.78703795,-122.418271,94109,,180180219-RC1
Medical Incident,37.75355162,-122.4354147,94114,,180181006-57
Medical Incident,37.78133406,-122.3990275,94107,,180180954-79
Medical Incident,37.78347684,-122.4124351,94102,,180182160-T03
Medical Incident,37.77938258,-122.4184844,94102,,180180858-63
Medical Incident,37.78646212,-122.4525711,94118,,180184154-E10
Medical Incident,37.78194927,-122.4062724,94103,,180180043-E01
Medical Incident,37.76177683,-122.4351517,94114,,180181419-E06
Medical Incident,37.79832933,-122.4070475,94133,,180180325-85
Medical Incident,37.77492583,-122.4941052,94121,,180184099-82
Medical Incident,37.76274366,-122.4217477,94110,,180184097-67
Medical Incident,37.72569336,-122.4522897,94112,,180183314-84
Medical Incident,37.75427946,-122.3987187,94107,,180181603-76
Medical Incident,37.75730761,-122.4066198,94110,,180182183-E37
Alarms,37.76141313,-122.4272205,94114,,180181594-T06
Medical Incident,37.78594273,-122.4189026,94109,,180183631-68
Medical Incident,37.77605471,-122.469363,94118,,180181072-AM106
Medical Incident,37.80482602,-122.4089465,94133,,180183478-58
Medical Incident,37.78701079,-122.399975,94105,,180180994-KM11
Medical Incident,37.72518652,-122.4616735,94112,,180180371-79
Medical Incident,37.73966373,-122.419334,94110,,180181737-63
Medical Incident,37.75144383,-122.4182976,94110,,180183200-91
Medical Incident,37.78906361,-122.4018031,94104,,180180831-KM13
Medical Incident,37.7866625,-122.4291682,94115,,180182965-KM06
Medical Incident,37.7124692,-122.4147903,94134,,180181094-75
Medical Incident,37.79411691,-122.3965564,94111,,180183454-E13
Alarms,37.7826425,-122.4078327,94103,,180182020-B03
Medical Incident,37.7614343,-122.4464767,94114,,180183321-E24
Medical Incident,37.78086621,-122.4288032,94115,,180180526-E38
Traffic Collision,37.78537343,-122.4590871,94118,,180183108-RC2
Citizen Assist / Service Call,37.7731448,-122.3914729,94158,,180184198-T04
Alarms,37.75685706,-122.4085063,94110,,180183290-E07
Medical Incident,37.79809081,-122.4087818,94133,,180181114-50
Medical Incident,37.74947846,-122.4028663,94124,,180182765-95
Medical Incident,37.764438,-122.4163764,94110,,180183592-85
Medical Incident,37.77871943,-122.4147412,94103,,180182725-T03
Medical Incident,37.78086621,-122.4288032,94115,,180182823-88
Traffic Collision,37.71882359,-122.4004234,94134,,180182827-82
Medical Incident,37.78086621,-122.4288032,94115,,180182823-65
Medical Incident,37.78047851,-122.4125123,94103,,180183551-67
Medical Incident,37.76930364,-122.4426108,94117,,180180276-AM120
Alarms,37.78691269,-122.4097562,94102,,180180123-T03
Medical Incident,37.78114586,-122.409026,94103,,180182658-76
Medical Incident,37.78916078,-122.4161834,94109,,180181093-KM11
Medical Incident,37.78701079,-122.399975,94105,,180180994-RS1
Alarms,37.78802055,-122.4260616,94109,,180180306-B04
Medical Incident,37.7159003,-122.4365914,94112,,180181511-74
Medical Incident,37.78495388,-122.4279889,94109,,180180205-87
Medical Incident,37.74122196,-122.495915,94116,,180181581-71
Traffic Collision,37.78022582,-122.4815157,94121,,180183159-E14
Alarms,37.798714,-122.4096183,94133,,180181360-T13
Medical Incident,37.80630033,-122.4119774,94133,,180182571-KM03
Medical Incident,37.76544761,-122.4131052,94110,,180184061-E07
Alarms,37.78326369,-122.4070512,94103,,180181664-B03
Medical Incident,37.73820364,-122.4795909,94116,,180181349-E40
Medical Incident,37.78916078,-122.4161834,94109,,180181093-91
Medical Incident,37.77055159,-122.3903144,94158,,180181716-73
Medical Incident,37.71710621,-122.4297477,94112,,180183445-57
Medical Incident,37.78703795,-122.418271,94109,,180180219-E03
Medical Incident,37.77591187,-122.4184636,94102,,180181635-AM102
Medical Incident,37.79633525,-122.4005152,94111,,180183223-E13
Alarms,37.77879789,-122.4225207,94102,,180181561-B02
Alarms,37.77803651,-122.4154291,94103,,180180977-E29
Medical Incident,37.78906361,-122.4018031,94104,,180181125-91
Medical Incident,37.71554505,-122.4736299,94132,,180184188-93
Structure Fire,37.77021017,-122.445345,94117,,180180231-E21
Medical Incident,37.78284503,-122.4132218,94102,,180180888-E03
Medical Incident,37.78225009,-122.4112686,94102,,180183103-AM116
Medical Incident,37.78288067,-122.4670997,94118,,180180173-93
Medical Incident,37.76464569,-122.4263817,94103,,180180920-E05
Alarms,37.78326369,-122.4070512,94103,,180181664-T01
Medical Incident,37.70976253,-122.449675,94112,,180181733-50
Structure Fire,37.77021017,-122.445345,94117,,180180231-T12
Medical Incident,37.71550095,-122.4374859,94112,,180182429-50
Structure Fire,37.79494605,-122.4291559,94109,,180181698-B01
Alarms,37.76410441,-122.421878,94110,,180181493-T07
Structure Fire,37.79494605,-122.4291559,94109,,180181698-88
Medical Incident,37.78574399,-122.405831,94103,,180182343-66
Medical Incident,37.78420567,-122.4076127,94103,,180183652-E03
Medical Incident,37.77871943,-122.4147412,94103,,180181560-KM11
Structure Fire,37.77021017,-122.445345,94117,,180180152-T12
Medical Incident,37.79804495,-122.3963671,94111,,180181009-83
Medical Incident,37.78967095,-122.4196571,94109,,180183153-E03
Medical Incident,37.77650804,-122.4144578,94103,,180181525-KM13
Medical Incident,37.78646212,-122.4525711,94118,,180184154-68
Medical Incident,37.73589457,-122.3910721,94124,,180182301-E17
Medical Incident,37.71100291,-122.4125613,94134,,180182747-E43
Medical Incident,37.78153743,-122.4095183,94103,,180180946-E36
Alarms,37.75685706,-122.4085063,94110,,180183290-T07
Medical Incident,37.80229288,-122.4100915,94133,,180184115-66
Structure Fire,37.73527383,-122.3914135,94124,,180182656-58
Medical Incident,37.75370309,-122.4208121,94110,,180183173-E11
Medical Incident,37.76930364,-122.4426108,94117,,180180276-84
Medical Incident,37.72925248,-122.3824576,94124,,180180355-62
Medical Incident,37.77019846,-122.3895783,94158,,180182188-63
Medical Incident,37.7479927,-122.4054236,94110,,180180087-E09
Traffic Collision,37.77732776,-122.3930886,94107,,180181023-53
Medical Incident,37.79804495,-122.3963671,94111,,180181009-T13
Medical Incident,37.78703795,-122.418271,94109,,180180341-57
Medical Incident,37.70907112,-122.4476739,94112,,180180223-AM118
Structure Fire,37.77654089,-122.4175015,94103,,180182275-E06
Medical Incident,37.73490503,-122.3863042,94124,,180180647-E17
Citizen Assist / Service Call,37.78371764,-122.4378479,94115,,180182409-T05
Medical Incident,37.78469892,-122.4135935,94102,,180183190-81
Medical Incident,37.76091495,-122.4470238,94117,,180184117-57
Structure Fire,37.79494605,-122.4291559,94109,,180181698-E41
Medical Incident,37.76661195,-122.4046178,94103,,180183461-E29
Alarms,37.773389,-122.413645,94103,,180181600-B02
Medical Incident,37.78132126,-122.3958435,94107,,180180738-T08
Medical Incident,37.78225009,-122.4112686,94102,,180182470-E01
Medical Incident,37.78191397,-122.4130322,94102,,180183915-E03
Alarms,37.78958038,-122.4128912,94109,,180180255-B01
Medical Incident,37.77542071,-122.4034048,94103,,180180027-E08
Medical Incident,37.71948129,-122.4078044,94134,,180184123-E44
Alarms,37.72380521,-122.4733271,94132,,180182383-B09
Medical Incident,37.70907112,-122.4476739,94112,,180180223-75
Alarms,37.7837893,-122.4092663,94102,,180182503-T01
Medical Incident,37.77526033,-122.4098209,94103,,180180112-E01
Medical Incident,37.76827365,-122.4199815,94103,,180182674-67
Medical Incident,37.77953108,-122.4135425,94103,,180182555-EMS6
Medical Incident,37.80765362,-122.4089203,94133,,180181634-E28
Medical Incident,37.78646212,-122.4525711,94118,,180184154-KM03
Traffic Collision,37.71947658,-122.3969544,94124,,180183452-61
Medical Incident,37.75170473,-122.4274374,94114,,180183581-81
Alarms,37.77964754,-122.411386,94103,,180182618-T01
Alarms,37.77078768,-122.4004626,94107,,180182937-B03
Medical Incident,37.7963021,-122.4044122,94111,,180181337-KM11
Alarms,37.7826425,-122.4078327,94103,,180182020-E03
Medical Incident,37.76227017,-122.4194705,94110,,180184075-60
Medical Incident,37.78990913,-122.4069759,94108,,180182124-KM11
Traffic Collision,37.78537343,-122.4590871,94118,,180183108-RS1
Medical Incident,37.71191456,-122.4160003,94134,,180180939-74
Medical Incident,37.7677331,-122.415607,94103,,180181658-E07
Alarms,37.77964754,-122.411386,94103,,180182618-B02
Medical Incident,37.76095474,-122.4339036,94114,,180182559-E06
Medical Incident,37.78420567,-122.4076127,94103,,180183652-RS1
Alarms,37.71872229,-122.3891183,94124,,180183663-E17
Alarms,37.76141313,-122.4272205,94114,,180181594-B06
Medical Incident,37.77475978,-122.4164573,94103,,180182206-AM126
Alarms,37.76494911,-122.4432025,94114,,180182342-E12
Alarms,37.75685706,-122.4085063,94110,,180183290-B10
Alarms,37.7971786,-122.4101446,94133,,180181372-T13
Medical Incident,37.72569336,-122.4522897,94112,,180183314-KM04
Medical Incident,37.75376274,-122.4043548,94110,,180181375-88
Medical Incident,37.7124692,-122.4147903,94134,,180181094-E43
Medical Incident,37.78116831,-122.4348057,94115,,180182831-E38
Medical Incident,37.77404134,-122.423188,94102,,180181945-E36
Medical Incident,37.77778137,-122.4215417,94102,,180180469-85
Medical Incident,37.7850961,-122.4127588,94102,,180183674-KM03
Medical Incident,37.77064086,-122.4047002,94103,,180183360-64
Medical Incident,37.82403385,-122.376458,94130,,180180853-RA48
Medical Incident,37.74678928,-122.4186946,94110,,180180069-E11
Medical Incident,37.78202427,-122.4011597,94107,,180180015-E01
Medical Incident,37.75309998,-122.4175009,94110,,180183281-84
Traffic Collision,37.78636079,-122.4156169,94109,,180180729-KM11
Medical Incident,37.77650804,-122.4144578,94103,,180181525-T01
Medical Incident,37.80860234,-122.4157858,94133,,180180753-60
Medical Incident,37.73408651,-122.4340661,94131,,180180400-E32
Medical Incident,37.7618327,-122.4317555,94114,,180183453-E05
Medical Incident,37.75427946,-122.3987187,94107,,180181603-E37
Alarms,37.79862378,-122.4606347,94129,,180182237-E16
Medical Incident,37.71992743,-122.389459,94124,,180182795-63
Medical Incident,37.78140315,-122.477238,94121,,180183557-71
Citizen Assist / Service Call,37.80826332,-122.4149725,94133,,180181498-T13
Medical Incident,37.7875045,-122.4141637,94109,,180181848-E03
Medical Incident,37.78208745,-122.4308556,94115,,180184069-85
Medical Incident,37.79006977,-122.4001732,94105,,180180808-65
Medical Incident,37.78703795,-122.418271,94109,,180180219-T03
Outside Fire,37.79804495,-122.3963671,94111,,180180609-E35
