call_type,zipcode_of_incident,dispatch_time
Medical Incident,94121,2:12
Medical Incident,94121,3:41
Alarms,94112,4:18
Alarms,94129,13:31
Citizen Assist / Service Call,94131,1:00
Medical Incident,94117,1:53
Medical Incident,94103,1:34
Medical Incident,94118,0:19
Structure Fire,94117,1:31
Medical Incident,94109,2:27
Medical Incident,94112,0:59
Medical Incident,94103,1:36
Traffic Collision,94103,8:13
Medical Incident,94103,2:58
Medical Incident,94102,0:31
Structure Fire,94109,1:43
Alarms,94103,0:14
Medical Incident,94110,5:24
Medical Incident,94110,1:55
Medical Incident,94110,0:34
Medical Incident,94133,3:08
Medical Incident,94133,1:10
Medical Incident,94103,4:26
Traffic Collision,94118,2:39
Medical Incident,94103,0:06
Structure Fire,94122,4:04
Medical Incident,94102,4:26
Medical Incident,94158,5:28
Medical Incident,94109,2:28
Medical Incident,94115,1:24
Structure Fire,94124,3:28
Medical Incident,94103,1:25
Medical Incident,94124,1:58
Medical Incident,94130,2:18
Medical Incident,94107,4:05
Medical Incident,94102,1:15
Medical Incident,94102,0:40
Medical Incident,94116,1:51
Medical Incident,94109,1:20
Medical Incident,94116,2:22
Traffic Collision,94117,3:26
Medical Incident,94109,3:08
Medical Incident,94112,7:04
Medical Incident,94102,2:06
Medical Incident,94118,1:53
Medical Incident,94103,0:39
Medical Incident,94134,0:03:00
Medical Incident,94103,1:31
Alarms,94133,1:47
Medical Incident,94103,4:09
Medical Incident,94102,4:25
Other,94118,4:33
Medical Incident,94102,2:10
Medical Incident,94110,1:58
Citizen Assist / Service Call,94117,1:21
Traffic Collision,94105,2:28
Alarms,94133,1:56
Medical Incident,94103,1:39
Medical Incident,94112,2:53
Medical Incident,94110,0:12
Outside Fire,94124,1:45
Medical Incident,94109,0:14
Medical Incident,94103,1:43
Medical Incident,94115,6:05
Medical Incident,94134,0:31
Medical Incident,94123,1:48
Citizen Assist / Service Call,94115,3:01
Medical Incident,94115,13:11
Medical Incident,94118,2:01
Alarms,94103,0:31
Structure Fire,94109,0:26
Medical Incident,94109,1:33
Medical Incident,94105,3:01
Medical Incident,94108,0:20
Traffic Collision,94108,1:41
Medical Incident,94103,9:24
Citizen Assist / Service Call,94133,0:41
Medical Incident,94102,3:01
Medical Incident,94108,3:16
Outside Fire,94109,2:55
Medical Incident,94111,0:36
Medical Incident,94109,1:27
Medical Incident,94114,0:32
Medical Incident,94111,1:11
Medical Incident,94102,4:48
Medical Incident,94105,1:09
Alarms,94103,0:06
Medical Incident,94115,0:31
Structure Fire,94109,35:08:00
Medical Incident,94107,4:21
Medical Incident,94112,3:33
Medical Incident,94112,0:29
Structure Fire,94103,1:41
Medical Incident,94102,2:47
Medical Incident,94116,2:12
Alarms,94102,1:34
Medical Incident,94114,2:43
Medical Incident,94112,9:01
Medical Incident,94112,2:14
Structure Fire,94107,3:03
Medical Incident,94109,1:42
Gas Leak (Natural and LP Gases),94124,4:21
Medical Incident,94124,1:57
Medical Incident,94110,1:57
Medical Incident,94108,1:47
Medical Incident,94102,1:48
Medical Incident,94103,3:22
Medical Incident,94109,1:17
Medical Incident,94107,1:54
Electrical Hazard,94115,3:08
Other,94110,1:47
Medical Incident,94105,1:11
Medical Incident,94122,0:21
Structure Fire,94117,1:06
Medical Incident,94112,2:45
Medical Incident,94117,0:13
Traffic Collision,94103,3:13
Medical Incident,94117,1:26
Structure Fire,94112,3:00
Traffic Collision,94112,1:04
Structure Fire,94103,5:41
Medical Incident,94116,3:35
Medical Incident,94114,0:45
Medical Incident,94112,4:41
Medical Incident,94116,0:04
Structure Fire,94103,1:26
Structure Fire,94112,2:27
Alarms,94118,1:07
Structure Fire,94114,1:06
Traffic Collision,94112,1:25
Medical Incident,94102,1:21
Medical Incident,94109,2:22
Medical Incident,94108,2:27
Medical Incident,94114,3:23
Gas Leak (Natural and LP Gases),94124,2:56
Structure Fire,94117,3:23
Gas Leak (Natural and LP Gases),94124,1:16
Medical Incident,94122,1:53
Medical Incident,94107,0:19
Medical Incident,94115,0:40
Medical Incident,94102,6:15
Alarms,94102,0:13
Medical Incident,94102,1:29
Medical Incident,94117,1:26
Structure Fire,94112,2:02
Alarms,94102,1:04
Medical Incident,94110,0:18
Medical Incident,94103,1:07
Structure Fire,94114,1:46
Medical Incident,94116,1:26
Structure Fire,94112,2:20
Medical Incident,94115,1:45
Medical Incident,94158,0:48
Medical Incident,94112,0:32
Medical Incident,94109,1:46
Medical Incident,94132,2:54
Medical Incident,94133,2:01
Medical Incident,94110,2:38
Medical Incident,94109,1:00
Medical Incident,94102,5:35
Medical Incident,94131,12:59
Medical Incident,94134,1:10
Medical Incident,94118,1:49
Medical Incident,94158,1:08
Medical Incident,94134,1:44
Medical Incident,94117,2:35
Medical Incident,94103,3:08
Medical Incident,94114,1:36
Medical Incident,94110,2:19
Medical Incident,94107,2:24
Alarms,94102,1:07
Structure Fire,94114,3:06
Medical Incident,94132,1:16
Medical Incident,94124,0:39
Medical Incident,94110,0:17
Medical Incident,94110,1:27
Medical Incident,94102,1:45
Medical Incident,94114,2:03
Medical Incident,94110,35:26:00
Medical Incident,94124,1:23
Medical Incident,94115,2:29
Medical Incident,94103,1:42
Alarms,94110,1:07
Traffic Collision,94102,1:36
Medical Incident,94110,2:07
Medical Incident,94118,2:51
Medical Incident,94122,5:12
Medical Incident,94103,1:42
Gas Leak (Natural and LP Gases),94124,2:29
Medical Incident,94103,2:08
Medical Incident,94118,1:41
Medical Incident,94115,2:25
Traffic Collision,94112,1:21
Alarms,94115,2:24
Alarms,94102,5:27
Medical Incident,94103,3:36
Medical Incident,94131,1:36
Gas Leak (Natural and LP Gases),94110,0:13
Traffic Collision,94103,1:22
Alarms,94102,4:43
Medical Incident,94111,1:21
Medical Incident,94109,4:07
Medical Incident,94114,2:41
Medical Incident,94118,2:27
Alarms,94118,0:12
Traffic Collision,94107,8:09
Medical Incident,94131,0:28
Structure Fire,94112,0:55
Alarms,94131,2:36
Outside Fire,94121,2:26
Other,94124,0:28
Structure Fire,94115,2:02
Citizen Assist / Service Call,94102,1:22
Alarms,94102,0:21
Structure Fire,94117,2:57
Traffic Collision,94103,1:07
Structure Fire,94114,1:57
Medical Incident,94110,1:06
Traffic Collision,94112,0:40
Medical Incident,94102,2:42
Medical Incident,94131,1:17
Alarms,94112,1:03
Other,94132,1:25
Medical Incident,94115,3:15
Electrical Hazard,94102,1:21
Alarms,94115,1:44
Structure Fire,94114,0:14
Medical Incident,94115,4:27
Medical Incident,94116,3:41
Medical Incident,94110,1:04
Structure Fire,94103,1:49
Medical Incident,94112,1:20
Alarms,94127,1:04
Medical Incident,94110,21:43
Traffic Collision,94117,0:48
Medical Incident,94112,5:36
Medical Incident,94102,1:04
Structure Fire,94103,0:14
Medical Incident,94102,2:26
Medical Incident,94133,1:52
Gas Leak (Natural and LP Gases),94123,2:19
Medical Incident,94107,1:02
Alarms,94103,6:44
Traffic Collision,94112,2:44
Medical Incident,94117,0:54
Medical Incident,94112,5:36
Medical Incident,94102,2:22
Medical Incident,94108,1:08
Medical Incident,94134,0:40
Medical Incident,94102,0:06
Structure Fire,94102,3:02
Medical Incident,94103,0:24
Outside Fire,94111,1:26
Structure Fire,94112,5:23
Medical Incident,94134,5:12
Medical Incident,94158,3:29
Medical Incident,94102,0:37
Medical Incident,94108,2:13
Medical Incident,94158,1:07
Structure Fire,94114,1:43
Medical Incident,94110,4:58
Medical Incident,94114,1:47
Medical Incident,94102,0:24
Outside Fire,94111,1:21
Medical Incident,94112,0:40
Medical Incident,94102,0:48
Medical Incident,94109,4:47
Medical Incident,94108,3:27
Medical Incident,94114,2:38
Medical Incident,94109,0:24
Medical Incident,94110,2:57
Medical Incident,94133,0:23
Medical Incident,94102,0:12
Traffic Collision,94107,1:52
Medical Incident,94109,0:15
Structure Fire,94102,1:57
Medical Incident,94133,1:31
Medical Incident,94102,0:07
Structure Fire,94103,1:33
Medical Incident,94105,2:32
Medical Incident,94107,1:19
Medical Incident,94102,3:46
Medical Incident,94114,2:21
Medical Incident,94110,1:47
Medical Incident,94114,4:03
Medical Incident,94102,4:21
Alarms,94134,0:15
Structure Fire,94122,2:25
Medical Incident,94103,5:32
Medical Incident,94124,2:19
Medical Incident,94107,2:10
Medical Incident,94102,2:00
Medical Incident,94103,0:54
Medical Incident,94112,5:12
Medical Incident,94103,5:09
Medical Incident,94124,1:48
Medical Incident,94102,1:35
Other,94115,2:08
Medical Incident,94109,3:38
Medical Incident,94103,2:08
Medical Incident,94116,3:30
Medical Incident,94103,1:02
Alarms,94103,0:48
Medical Incident,94109,1:07
Structure Fire,94114,0:37
Medical Incident,94103,2:25
Alarms,94116,3:18
Citizen Assist / Service Call,94110,3:24
Medical Incident,94109,0:38
Medical Incident,94124,1:27
Medical Incident,94103,3:30
Medical Incident,94115,7:39
Medical Incident,94102,2:01
Other,94124,6:57
Fuel Spill,94117,2:41
Medical Incident,94118,3:37
Medical Incident,94102,2:00
Medical Incident,94103,1:40
Medical Incident,94102,1:57
Medical Incident,94108,1:52
Alarms,94102,1:57
Medical Incident,94133,2:53
Alarms,94115,1:25
Medical Incident,94115,1:45
Gas Leak (Natural and LP Gases),94133,3:32
Medical Incident,94131,1:47
Medical Incident,94102,8:09
Medical Incident,94134,2:04
Medical Incident,94112,3:33
Medical Incident,94111,0:16
Medical Incident,94103,3:13
Medical Incident,94109,2:48
Medical Incident,94109,2:15
Medical Incident,94107,0:15
Structure Fire,94122,1:00
Traffic Collision,94103,1:34
Medical Incident,94108,1:51
Medical Incident,94117,2:19
Medical Incident,94103,2:36
Medical Incident,94116,1:26
Structure Fire,94112,6:20
Medical Incident,94103,2:03
Medical Incident,94103,1:16
Medical Incident,94102,3:13
Odor (Strange / Unknown),94115,13:05
Medical Incident,94127,0:45
Medical Incident,94112,2:05
Medical Incident,94122,2:37
Medical Incident,94109,2:24
Alarms,94118,1:47
Medical Incident,94102,2:45
Medical Incident,94117,1:53
Medical Incident,94158,2:21
Medical Incident,94110,2:34
Medical Incident,94133,1:02
Medical Incident,94110,6:21
Medical Incident,94114,3:51
Medical Incident,94114,2:36
Outside Fire,94121,1:44
Structure Fire,94114,0:54
Medical Incident,94124,4:28
Medical Incident,94117,1:42
Medical Incident,94109,1:46
Citizen Assist / Service Call,94122,0:22
Medical Incident,94102,0:48
Medical Incident,94114,0:30
Traffic Collision,94117,2:26
Medical Incident,94103,2:11
Medical Incident,94122,3:58
Medical Incident,94133,1:54
Medical Incident,94124,2:32
Medical Incident,94117,2:42
Medical Incident,94131,2:39
Medical Incident,94103,1:50
Medical Incident,94109,2:35
Medical Incident,94117,2:53
Medical Incident,94102,1:45
Gas Leak (Natural and LP Gases),94133,1:42
Medical Incident,94109,7:16
Medical Incident,94131,2:03
Medical Incident,94103,2:44
Traffic Collision,94112,0:37
Alarms,94124,0:53
Medical Incident,94122,0:28
Structure Fire,94112,1:06
Traffic Collision,94112,3:11
Medical Incident,94111,3:23
Medical Incident,94102,1:57
Medical Incident,94122,1:56
Medical Incident,94116,4:01
Medical Incident,94111,0:22
Medical Incident,94103,1:15
Medical Incident,94134,3:15
Medical Incident,94122,3:46
Medical Incident,94114,2:34
Medical Incident,94110,0:16
Medical Incident,94124,1:34
Medical Incident,94131,1:34
Medical Incident,94102,4:21
Alarms,94134,3:33
Medical Incident,94102,0:00
Medical Incident,94122,1:12
Medical Incident,94132,1:47
Medical Incident,94122,3:19
Medical Incident,94110,8:09
Medical Incident,94134,3:24
Medical Incident,94108,0:50
Medical Incident,94102,1:56
Medical Incident,94116,4:07
Medical Incident,94114,1:51
Medical Incident,94109,1:30
Medical Incident,94132,1:49
Medical Incident,94112,1:06
Traffic Collision,94112,3:36
Medical Incident,94111,1:50
Medical Incident,94110,0:37
Alarms,94124,4:09
Medical Incident,94102,1:06
Medical Incident,94112,1:07
Structure Fire,94114,2:44
Medical Incident,94118,0:47
Medical Incident,94103,0:18
Medical Incident,94112,0:22
Structure Fire,94103,5:42
Medical Incident,94122,2:35
Medical Incident,94110,2:51
Medical Incident,94112,0:55
Structure Fire,94117,1:20
Medical Incident,94102,5:27
Medical Incident,94103,1:27
Medical Incident,94103,0:19
Traffic Collision,94158,2:56
Structure Fire,94117,1:46
Medical Incident,94131,1:36
Gas Leak (Natural and LP Gases),94110,0:08
Medical Incident,94102,2:52
Alarms,94109,2:57
Traffic Collision,94103,5:09
Medical Incident,94124,2:37
Medical Incident,94133,3:03
Medical Incident,94116,3:31
Medical Incident,94124,2:05
Odor (Strange / Unknown),94124,1:36
Gas Leak (Natural and LP Gases),94110,3:46
Medical Incident,94112,0:28
Medical Incident,94109,4:17
Medical Incident,94103,2:03
Medical Incident,94110,1:41
Gas Leak (Natural and LP Gases),94124,2:52
Alarms,94109,3:02
Medical Incident,94103,0:28
Structure Fire,94112,1:29
Medical Incident,94117,1:21
Alarms,94115,1:45
Alarms,94133,3:16
Medical Incident,94110,1:03
Medical Incident,94115,3:07
Medical Incident,94109,0:12
Structure Fire,94117,2:35
Medical Incident,94103,3:53
Medical Incident,94111,3:23
Odor (Strange / Unknown),94124,0:50
Medical Incident,94107,1:14
Medical Incident,94102,2:55
Medical Incident,94124,1:00
Medical Incident,94103,0:22
Structure Fire,94103,0:23
Medical Incident,94102,1:19
Medical Incident,94102,0:54
Medical Incident,94112,1:23
Other,94102,4:03
Medical Incident,94112,0:21
Medical Incident,94122,1:33
Medical Incident,94110,4:43
Medical Incident,94111,2:24
Alarms,94118,1:27
Medical Incident,94102,1:08
Medical Incident,94122,0:04
Structure Fire,94103,2:54
Medical Incident,94103,3:36
Medical Incident,94111,1:45
Medical Incident,94114,4:20
Traffic Collision,94134,1:55
Alarms,94108,11:21
Medical Incident,94112,0:15
Medical Incident,94112,0:22
Medical Incident,94102,3:01
Medical Incident,94131,1:55
Alarms,94108,44:19:00
Medical Incident,94133,2:26
Medical Incident,94110,2:32
Medical Incident,94102,2:39
Medical Incident,94132,1:04
Structure Fire,94103,2:03
Medical Incident,94124,2:14
Medical Incident,94124,1:27
Medical Incident,94103,1:47
Medical Incident,94122,4:30
Medical Incident,94107,3:02
Medical Incident,94103,0:07
Structure Fire,94103,1:02
Alarms,94103,3:00
Medical Incident,94121,1:16
Medical Incident,94102,1:45
Alarms,94133,1:44
Structure Fire,94114,9:18
Medical Incident,94134,0:19
Traffic Collision,94158,2:04
Medical Incident,94112,2:18
Medical Incident,94112,2:08
Medical Incident,94109,1:48
Medical Incident,94103,13:35
Odor (Strange / Unknown),94124,2:41
Traffic Collision,94117,1:16
Medical Incident,94124,1:20
Alarms,94127,5:52
Traffic Collision,94124,1:45
Medical Incident,94102,1:47
Medical Incident,94110,1:17
Alarms,94112,1:39
Medical Incident,94110,2:20
Medical Incident,94103,0:17
Structure Fire,94102,3:53
Medical Incident,94111,4:21
Alarms,94134,0:58
Medical Incident,94103,1:47
Medical Incident,94102,1:45
Medical Incident,94102,1:07
Traffic Collision,94102,1:57
Medical Incident,94122,0:22
Other,94102,2:15
Medical Incident,94109,2:08
Medical Incident,94110,2:19
Medical Incident,94123,2:10
Medical Incident,94102,1:33
Medical Incident,94110,1:40
Medical Incident,94102,1:06
Medical Incident,94121,1:21
Medical Incident,94109,2:44
Medical Incident,94117,2:01
Medical Incident,94124,1:13
Medical Incident,94110,6:35
Medical Incident,94107,1:26
Structure Fire,94112,0:34
Medical Incident,94114,0:31
Outside Fire,94109,1:47
Medical Incident,94122,0:25
Medical Incident,94124,0:31
Medical Incident,94103,0:50
Medical Incident,94102,1:34
Citizen Assist / Service Call,94131,1:21
Gas Leak (Natural and LP Gases),94124,2:29
Medical Incident,94109,1:01
Medical Incident,94103,2:56
Medical Incident,94102,1:52
Alarms,94102,3:57
Medical Incident,94134,3:33
Medical Incident,94105,1:30
Medical Incident,94102,3:46
Medical Incident,94105,1:07
Traffic Collision,94102,6:53
Gas Leak (Natural and LP Gases),94124,1:45
Alarms,94133,0:38
Medical Incident,94102,0:23
Medical Incident,94116,1:13
Medical Incident,94108,1:04
Structure Fire,94103,2:07
Medical Incident,94102,1:04
Medical Incident,94110,1:48
Medical Incident,94102,0:50
Medical Incident,94107,1:42
Alarms,94110,2:07
Medical Incident,94114,1:45
Medical Incident,94123,2:08
Medical Incident,94109,1:30
Medical Incident,94102,0:14
Medical Incident,94115,2:19
Medical Incident,94123,2:13
Medical Incident,94158,1:00
Medical Incident,94102,3:38
Gas Leak (Natural and LP Gases),94124,3:01
Medical Incident,94108,0:54
Medical Incident,94123,1:34
Medical Incident,94131,3:33
Medical Incident,94102,1:27
Medical Incident,94103,0:08
Medical Incident,94102,2:25
Alarms,94116,0:37
Alarms,94124,1:07
Structure Fire,94114,2:57
Medical Incident,94133,0:48
Medical Incident,94109,2:07
Medical Incident,94118,1:07
Traffic Collision,94102,3:42
Medical Incident,94112,2:12
Medical Incident,94127,3:17
Medical Incident,94112,1:49
Medical Incident,94102,1:59
Medical Incident,94115,2:51
Gas Leak (Natural and LP Gases),94124,1:43
Electrical Hazard,94112,1:01
Medical Incident,94116,3:27
Medical Incident,94114,2:44
Medical Incident,94131,4:17
Medical Incident,94103,0:30
Traffic Collision,94117,3:28
Medical Incident,94107,5:23
Medical Incident,94134,3:12
Medical Incident,94109,2:03
Medical Incident,94103,0:22
Medical Incident,94110,0:24
Outside Fire,94111,1:12
Medical Incident,94132,2:37
Medical Incident,94133,2:48
Medical Incident,94131,2:53
Alarms,94115,3:33
Medical Incident,94105,4:39
Electrical Hazard,94117,2:50
Medical Incident,94110,1:45
Medical Incident,94123,3:11
Medical Incident,94134,2:34
Medical Incident,94124,2:55
Medical Incident,94124,1:49
Alarms,94110,1:04
Structure Fire,94103,2:24
Alarms,94102,1:05
Medical Incident,94131,0:38
Medical Incident,94102,6:57
Medical Incident,94116,0:24
Outside Fire,94111,1:14
Medical Incident,94102,1:29
Medical Incident,94112,1:55
Alarms,94108,1:09
Outside Fire,94110,2:34
Medical Incident,94124,1:51
Medical Incident,94117,5:52
Traffic Collision,94124,6:21
Medical Incident,94114,3:32
Gas Leak (Natural and LP Gases),94124,2:45
Medical Incident,94117,4:21
Medical Incident,94124,1:46
Medical Incident,94131,1:57
Medical Incident,94133,1:29
Medical Incident,94112,7:15
Medical Incident,94103,2:48
Medical Incident,94131,1:06
Medical Incident,94121,2:40
Medical Incident,94124,1:17
Alarms,94112,0:55
Structure Fire,94117,0:28
Structure Fire,94115,0:42
Traffic Collision,94121,32:47:00
Medical Incident,94131,3:05
Medical Incident,94115,1:04
Structure Fire,94103,3:17
Medical Incident,94102,3:29
Medical Incident,94116,3:07
Medical Incident,94109,1:26
