,call_type,received_timestamp,row_id,zipcode_of_incident
5956,Alarms,2018-01-17 10:42:37.000000 UTC,180171491-B02,94102
5957,Medical Incident,2018-01-17 20:01:52.000000 UTC,180173766-53,94111
5958,Medical Incident,2018-01-17 10:44:28.000000 UTC,180171496-E38,94109
5959,Medical Incident,2018-01-17 18:36:07.000000 UTC,180173485-KM02,94114
5960,Medical Incident,2018-01-17 11:36:45.000000 UTC,180171712-55,94118
5961,Alarms,2018-01-17 18:01:59.000000 UTC,180173327-T16,94118
5962,Traffic Collision,2018-01-17 18:25:41.000000 UTC,180173433-E08,94107
5963,Medical Incident,2018-01-17 18:59:00.000000 UTC,180173555-68,94131
5964,Structure Fire,2018-01-17 15:30:49.000000 UTC,180172633-T15,94112
5965,Alarms,2018-01-17 13:58:19.000000 UTC,180172275-T11,94131
5966,Outside Fire,2018-01-17 11:51:12.000000 UTC,180171767-E14,94121
5967,Other,2018-01-17 12:01:49.000000 UTC,180171803-E42,94124
5968,Structure Fire,2018-01-17 08:25:53.000000 UTC,180170871-T06,94115
5969,Citizen Assist / Service Call,2018-01-17 20:57:36.000000 UTC,180173925-T03,94102
5970,Alarms,2018-01-17 10:42:37.000000 UTC,180171491-T01,94102
5971,Structure Fire,2018-01-17 20:56:31.000000 UTC,180173919-E21,94117
5972,Traffic Collision,2018-01-17 12:09:53.000000 UTC,180171838-E01,94103
5973,Structure Fire,2018-01-17 20:01:01.000000 UTC,180173754-E24,94114
5974,Medical Incident,2018-01-17 09:03:02.000000 UTC,180171014-E29,94110
5975,Traffic Collision,2018-01-17 16:43:08.000000 UTC,180172965-B09,94112
5976,Medical Incident,2018-01-17 22:00:51.000000 UTC,180174086-E36,94102
5977,Medical Incident,2018-01-17 20:05:25.000000 UTC,180173767-68,94131
5978,Alarms,2018-01-17 15:32:16.000000 UTC,180172647-T15,94112
5979,Other,2018-01-17 11:11:39.000000 UTC,180171613-E19,94132
5980,Medical Incident,2018-01-17 06:36:47.000000 UTC,180170550-95,94115
5981,Electrical Hazard,2018-01-17 10:36:03.000000 UTC,180171473-E41,94102
5982,Alarms,2018-01-17 10:25:39.000000 UTC,180171415-E38,94115
5983,Structure Fire,2018-01-17 20:54:17.000000 UTC,180173914-E06,94114
5984,Medical Incident,2018-01-17 23:21:03.000000 UTC,180174291-E21,94115
5985,Medical Incident,2018-01-17 08:56:05.000000 UTC,180170983-E18,94116
5986,Medical Incident,2018-01-17 06:46:52.000000 UTC,180170567-RC3,94110
5987,Structure Fire,2018-01-17 14:00:55.000000 UTC,180172281-58,94103
5988,Medical Incident,2018-01-17 17:41:24.000000 UTC,180173225-E33,94112
5989,Alarms,2018-01-17 14:56:36.000000 UTC,180172491-B09,94127
5990,Medical Incident,2018-01-17 15:39:56.000000 UTC,180172677-70,94110
5991,Traffic Collision,2018-01-17 00:39:41.000000 UTC,180170077-RC3,94117
5992,Medical Incident,2018-01-17 12:36:17.000000 UTC,180171943-E15,94112
5993,Medical Incident,2018-01-17 14:06:52.000000 UTC,180172302-E03,94102
5994,Structure Fire,2018-01-17 14:00:55.000000 UTC,180172281-T03,94103
5995,Medical Incident,2018-01-17 05:50:29.000000 UTC,180170467-KM03,94102
5996,Medical Incident,2018-01-17 21:34:01.000000 UTC,180174011-E02,94133
5997,Gas Leak (Natural and LP Gases),2018-01-17 22:25:01.000000 UTC,180174151-T05,94123
5998,Medical Incident,2018-01-17 06:48:51.000000 UTC,180170570-AM126,94107
5999,Alarms,2018-01-17 15:28:00.000000 UTC,180172622-B02,94103
6000,Traffic Collision,2018-01-17 16:43:08.000000 UTC,180172965-87,94112
6001,Medical Incident,2018-01-17 23:29:35.000000 UTC,180174315-62,94117
6002,Medical Incident,2018-01-17 16:54:43.000000 UTC,180173024-RC3,94112
6003,Medical Incident,2018-01-17 00:42:07.000000 UTC,180170094-66,94102
6004,Medical Incident,2018-01-17 15:15:06.000000 UTC,180172565-E13,94108
6005,Medical Incident,2018-01-17 13:19:19.000000 UTC,180172115-E42,94134
6006,Medical Incident,2018-01-17 22:00:51.000000 UTC,180174086-79,94102
6007,Structure Fire,2018-01-17 14:05:17.000000 UTC,180172296-E41,94102
6008,Medical Incident,2018-01-17 19:21:48.000000 UTC,180173652-91,94103
6009,Outside Fire,2018-01-17 12:38:42.000000 UTC,180171946-E13,94111
6010,Structure Fire,2018-01-17 02:29:53.000000 UTC,180170242-B09,94112
6011,Medical Incident,2018-01-17 08:05:13.000000 UTC,180170796-E42,94134
6012,Medical Incident,2018-01-17 12:07:07.000000 UTC,180171823-E08,94158
6013,Medical Incident,2018-01-17 13:25:57.000000 UTC,180172147-E03,94102
6014,Medical Incident,2018-01-17 16:28:32.000000 UTC,180172902-60,94108
6015,Medical Incident,2018-01-17 15:22:43.000000 UTC,180172602-E04,94158
6016,Structure Fire,2018-01-17 20:01:01.000000 UTC,180173754-B02,94114
6017,Medical Incident,2018-01-17 17:08:04.000000 UTC,180173091-83,94110
6018,Medical Incident,2018-01-17 20:04:52.000000 UTC,180173765-82,94114
6019,Medical Incident,2018-01-17 14:20:36.000000 UTC,180172347-AM108,94102
6020,Outside Fire,2018-01-17 12:38:42.000000 UTC,180171946-FB1,94111
6021,Medical Incident,2018-01-17 18:42:25.000000 UTC,180173497-85,94112
6022,Medical Incident,2018-01-17 22:00:51.000000 UTC,180174086-B02,94102
6023,Medical Incident,2018-01-17 01:07:42.000000 UTC,180170134-85,94109
6024,Medical Incident,2018-01-17 20:04:14.000000 UTC,180173770-RC1,94108
6025,Medical Incident,2018-01-17 09:58:31.000000 UTC,180171297-57,94114
6026,Medical Incident,2018-01-17 23:23:04.000000 UTC,180174303-79,94109
6027,Medical Incident,2018-01-17 14:59:35.000000 UTC,180172497-KM02,94110
6028,Medical Incident,2018-01-17 18:32:07.000000 UTC,180173462-77,94133
6029,Medical Incident,2018-01-17 14:06:52.000000 UTC,180172302-KM01,94102
6030,Traffic Collision,2018-01-17 18:25:41.000000 UTC,180173433-71,94107
6031,Medical Incident,2018-01-17 19:02:07.000000 UTC,180173573-E28,94109
6032,Structure Fire,2018-01-17 23:44:25.000000 UTC,180174337-E03,94102
6033,Medical Incident,2018-01-17 21:34:01.000000 UTC,180174011-E28,94133
6034,Medical Incident,2018-01-17 22:00:51.000000 UTC,180174086-EMS6,94102
6035,Structure Fire,2018-01-17 12:23:07.000000 UTC,180171878-T07,94103
6036,Medical Incident,2018-01-17 19:33:34.000000 UTC,180173673-AM116,94105
6037,Medical Incident,2018-01-17 06:32:48.000000 UTC,180170546-79,94107
6038,Medical Incident,2018-01-17 20:17:59.000000 UTC,180173803-E03,94102
6039,Medical Incident,2018-01-17 01:06:07.000000 UTC,180170131-57,94114
6040,Medical Incident,2018-01-17 04:18:13.000000 UTC,180170373-AM120,94110
6041,Medical Incident,2018-01-17 07:58:54.000000 UTC,180170767-E12,94114
6042,Medical Incident,2018-01-17 06:08:03.000000 UTC,180170494-AM124,94102
6043,Alarms,2018-01-17 00:28:21.000000 UTC,180170058-E44,94134
6044,Structure Fire,2018-01-17 14:07:26.000000 UTC,180172303-T18,94122
6045,Medical Incident,2018-01-17 09:44:56.000000 UTC,180171225-89,94103
6046,Medical Incident,2018-01-17 21:59:25.000000 UTC,180174079-E17,94124
6047,Medical Incident,2018-01-17 02:52:31.000000 UTC,180170268-AM120,94107
6048,Medical Incident,2018-01-17 20:46:10.000000 UTC,180173882-62,94102
6049,Medical Incident,2018-01-17 00:52:35.000000 UTC,180170112-E36,94103
6050,Medical Incident,2018-01-17 16:54:43.000000 UTC,180173024-74,94112
6051,Medical Incident,2018-01-17 04:20:30.000000 UTC,180170378-85,94103
6052,Medical Incident,2018-01-17 11:46:05.000000 UTC,180171756-E17,94124
6053,Medical Incident,2018-01-17 07:45:29.000000 UTC,180170725-93,94102
6054,Other,2018-01-17 15:02:41.000000 UTC,180172507-E10,94115
6055,Medical Incident,2018-01-17 15:09:20.000000 UTC,180172535-T03,94109
6056,Medical Incident,2018-01-17 20:36:16.000000 UTC,180173856-KM07,94103
6057,Medical Incident,2018-01-17 04:17:04.000000 UTC,180170369-53,94116
6058,Medical Incident,2018-01-17 16:53:44.000000 UTC,180173023-89,94103
6059,Alarms,2018-01-17 15:28:00.000000 UTC,180172622-T01,94103
6060,Medical Incident,2018-01-17 01:07:42.000000 UTC,180170134-B02,94109
6061,Structure Fire,2018-01-17 20:01:01.000000 UTC,180173754-D2,94114
6062,Medical Incident,2018-01-17 16:04:56.000000 UTC,180172777-74,94103
6063,Alarms,2018-01-17 23:22:11.000000 UTC,180174297-B08,94116
6064,Citizen Assist / Service Call,2018-01-17 17:11:28.000000 UTC,180173110-T07,94110
6065,Medical Incident,2018-01-17 10:44:28.000000 UTC,180171496-E03,94109
6066,Medical Incident,2018-01-17 21:59:25.000000 UTC,180174079-95,94124
6067,Medical Incident,2018-01-17 02:42:44.000000 UTC,180170257-91,94103
6068,Medical Incident,2018-01-17 07:38:31.000000 UTC,180170699-E38,94115
6069,Medical Incident,2018-01-17 20:06:05.000000 UTC,180173775-56,94102
6070,Other,2018-01-17 16:14:53.000000 UTC,180172832-65,94124
6071,Fuel Spill,2018-01-17 18:02:36.000000 UTC,180173353-E12,94117
6072,Medical Incident,2018-01-17 11:36:45.000000 UTC,180171712-E31,94118
6073,Medical Incident,2018-01-17 09:11:30.000000 UTC,180171063-E01,94102
6074,Medical Incident,2018-01-17 00:52:35.000000 UTC,180170112-91,94103
6075,Medical Incident,2018-01-17 03:34:07.000000 UTC,180170310-89,94102
6076,Medical Incident,2018-01-17 00:09:46.000000 UTC,180170022-E13,94108
6077,Alarms,2018-01-17 18:13:42.000000 UTC,180173391-E01,94102
6078,Medical Incident,2018-01-17 21:34:01.000000 UTC,180174011-RC1,94133
6079,Alarms,2018-01-17 20:46:23.000000 UTC,180173886-B04,94115
6080,Medical Incident,2018-01-17 06:36:47.000000 UTC,180170550-E38,94115
6081,Gas Leak (Natural and LP Gases),2018-01-17 20:02:44.000000 UTC,180173758-E28,94133
6082,Medical Incident,2018-01-17 15:08:32.000000 UTC,180172530-E26,94131
6083,Medical Incident,2018-01-17 16:44:36.000000 UTC,180172980-81,94102
6084,Medical Incident,2018-01-17 19:27:47.000000 UTC,180173674-KM06,94134
6085,Medical Incident,2018-01-17 15:54:06.000000 UTC,180172740-E43,94112
6086,Medical Incident,2018-01-17 16:00:24.000000 UTC,180172771-E35,94111
6087,Medical Incident,2018-01-17 19:23:13.000000 UTC,180173647-70,94103
6088,Medical Incident,2018-01-17 18:41:16.000000 UTC,180173499-81,94109
6089,Medical Incident,2018-01-17 22:42:16.000000 UTC,180174212-93,94109
6090,Medical Incident,2018-01-17 20:30:06.000000 UTC,180173839-AM116,94107
6091,Structure Fire,2018-01-17 14:07:26.000000 UTC,180172303-E22,94122
6092,Traffic Collision,2018-01-17 12:30:30.000000 UTC,180171907-E01,94103
6093,Medical Incident,2018-01-17 14:04:26.000000 UTC,180172298-83,94108
6094,Medical Incident,2018-01-17 14:06:39.000000 UTC,180172304-61,94117
6095,Medical Incident,2018-01-17 15:10:22.000000 UTC,180172537-58,94103
6096,Medical Incident,2018-01-17 15:29:44.000000 UTC,180172640-KM13,94116
6097,Structure Fire,2018-01-17 02:29:53.000000 UTC,180170242-E15,94112
6098,Medical Incident,2018-01-17 20:04:44.000000 UTC,180173768-77,94103
6099,Medical Incident,2018-01-17 06:34:42.000000 UTC,180170547-E01,94103
6100,Medical Incident,2018-01-17 13:25:57.000000 UTC,180172147-T03,94102
6101,Odor (Strange / Unknown),2018-01-17 15:46:38.000000 UTC,180172715-E38,94115
6102,Medical Incident,2018-01-17 12:06:47.000000 UTC,180171863-E39,94127
6103,Medical Incident,2018-01-17 11:37:40.000000 UTC,180171709-E32,94112
6104,Medical Incident,2018-01-17 07:21:59.000000 UTC,180170649-E12,94122
6105,Medical Incident,2018-01-17 04:02:42.000000 UTC,180170349-72,94109
6106,Alarms,2018-01-17 20:14:52.000000 UTC,180173795-E21,94118
6107,Medical Incident,2018-01-17 19:03:38.000000 UTC,180173578-E03,94102
6108,Medical Incident,2018-01-17 19:48:49.000000 UTC,180173723-E21,94117
6109,Medical Incident,2018-01-17 11:34:44.000000 UTC,180171701-76,94158
6110,Medical Incident,2018-01-17 12:26:24.000000 UTC,180171899-KM13,94110
6111,Medical Incident,2018-01-17 15:48:47.000000 UTC,180172722-KM01,94133
6112,Medical Incident,2018-01-17 06:46:52.000000 UTC,180170567-65,94110
6113,Medical Incident,2018-01-17 08:10:31.000000 UTC,180170815-AM126,94114
6114,Medical Incident,2018-01-17 02:54:29.000000 UTC,180170275-57,94114
6115,Outside Fire,2018-01-17 11:51:12.000000 UTC,180171767-B07,94121
6116,Structure Fire,2018-01-17 20:54:17.000000 UTC,180173914-B02,94114
6117,Medical Incident,2018-01-17 06:32:16.000000 UTC,180170540-57,94124
6118,Medical Incident,2018-01-17 08:26:38.000000 UTC,180170886-60,94117
6119,Medical Incident,2018-01-17 20:26:09.000000 UTC,180173825-E38,94109
6120,Citizen Assist / Service Call,2018-01-17 12:11:54.000000 UTC,180171843-E23,94122
6121,Medical Incident,2018-01-17 13:00:39.000000 UTC,180172038-74,94102
6122,Medical Incident,2018-01-17 02:06:58.000000 UTC,180170210-57,94114
6123,Traffic Collision,2018-01-17 08:09:04.000000 UTC,180170795-91,94117
6124,Medical Incident,2018-01-17 02:42:44.000000 UTC,180170257-RC1,94103
6125,Medical Incident,2018-01-17 10:38:05.000000 UTC,180171476-79,94122
6126,Medical Incident,2018-01-17 15:48:47.000000 UTC,180172722-E13,94133
6127,Medical Incident,2018-01-17 23:36:39.000000 UTC,180174331-AM124,94124
6128,Medical Incident,2018-01-17 10:47:28.000000 UTC,180171523-T12,94117
6129,Medical Incident,2018-01-17 20:05:25.000000 UTC,180173767-E11,94131
6130,Medical Incident,2018-01-17 10:50:20.000000 UTC,180171540-50,94103
6131,Medical Incident,2018-01-17 09:53:31.000000 UTC,180171262-60,94109
6132,Medical Incident,2018-01-17 10:56:23.000000 UTC,180171560-KM11,94117
6133,Medical Incident,2018-01-17 10:43:37.000000 UTC,180171498-E02,94102
6134,Gas Leak (Natural and LP Gases),2018-01-17 20:02:44.000000 UTC,180173758-B01,94133
6135,Medical Incident,2018-01-17 20:26:09.000000 UTC,180173825-61,94109
6136,Medical Incident,2018-01-17 09:49:16.000000 UTC,180171242-E12,94131
6137,Medical Incident,2018-01-17 06:34:42.000000 UTC,180170547-RC1,94103
6138,Traffic Collision,2018-01-17 15:22:53.000000 UTC,180172591-E32,94112
6139,Alarms,2018-01-17 15:43:52.000000 UTC,180172690-T17,94124
6140,Medical Incident,2018-01-17 10:04:59.000000 UTC,180171313-T12,94122
6141,Structure Fire,2018-01-17 15:30:49.000000 UTC,180172633-B09,94112
6142,Traffic Collision,2018-01-17 16:43:08.000000 UTC,180172965-T15,94112
6143,Medical Incident,2018-01-17 15:23:23.000000 UTC,180172605-AM116,94111
6144,Medical Incident,2018-01-17 19:56:49.000000 UTC,180173749-93,94102
6145,Medical Incident,2018-01-17 16:54:35.000000 UTC,180173034-77,94122
6146,Medical Incident,2018-01-17 14:21:12.000000 UTC,180172351-65,94116
6147,Medical Incident,2018-01-17 09:10:27.000000 UTC,180171054-KM11,94111
6148,Medical Incident,2018-01-17 10:47:22.000000 UTC,180171515-83,94103
6149,Medical Incident,2018-01-17 16:39:20.000000 UTC,180172948-87,94134
6150,Medical Incident,2018-01-17 02:50:28.000000 UTC,180170270-E40,94122
6151,Medical Incident,2018-01-17 01:06:07.000000 UTC,180170131-E06,94114
6152,Medical Incident,2018-01-17 11:45:54.000000 UTC,180171745-E09,94110
6153,Medical Incident,2018-01-17 18:14:30.000000 UTC,180173383-52,94124
6154,Medical Incident,2018-01-17 09:49:16.000000 UTC,180171242-65,94131
6155,Medical Incident,2018-01-17 13:26:08.000000 UTC,180172145-95,94102
6156,Alarms,2018-01-17 00:28:21.000000 UTC,180170058-T17,94134
6157,Medical Incident,2018-01-17 22:25:48.000000 UTC,180174156-E36,94102
6158,Medical Incident,2018-01-17 09:00:07.000000 UTC,180170997-E23,94122
6159,Medical Incident,2018-01-17 01:32:51.000000 UTC,180170173-79,94132
6160,Medical Incident,2018-01-17 20:13:57.000000 UTC,180173791-75,94122
6161,Medical Incident,2018-01-17 11:58:04.000000 UTC,180171793-93,94110
6162,Medical Incident,2018-01-17 19:27:47.000000 UTC,180173674-E42,94134
6163,Medical Incident,2018-01-17 09:54:52.000000 UTC,180171283-83,94108
6164,Medical Incident,2018-01-17 12:40:44.000000 UTC,180171955-E03,94102
6165,Medical Incident,2018-01-17 14:21:12.000000 UTC,180172351-E39,94116
6166,Medical Incident,2018-01-17 18:36:07.000000 UTC,180173485-E05,94114
6167,Medical Incident,2018-01-17 10:50:38.000000 UTC,180171539-77,94109
6168,Medical Incident,2018-01-17 13:22:18.000000 UTC,180172132-KM13,94132
6169,Medical Incident,2018-01-17 17:41:24.000000 UTC,180173225-KM03,94112
6170,Traffic Collision,2018-01-17 16:43:08.000000 UTC,180172965-E43,94112
6171,Medical Incident,2018-01-17 13:37:47.000000 UTC,180172205-E13,94111
6172,Medical Incident,2018-01-17 16:11:17.000000 UTC,180172816-KM02,94110
6173,Alarms,2018-01-17 15:43:52.000000 UTC,180172690-E17,94124
6174,Medical Incident,2018-01-17 17:33:45.000000 UTC,180173202-58,94102
6175,Medical Incident,2018-01-17 11:27:01.000000 UTC,180171669-59,94112
6176,Structure Fire,2018-01-17 20:01:01.000000 UTC,180173754-E05,94114
6177,Medical Incident,2018-01-17 07:39:53.000000 UTC,180170705-95,94118
6178,Medical Incident,2018-01-17 23:02:08.000000 UTC,180174246-85,94103
6179,Medical Incident,2018-01-17 19:43:20.000000 UTC,180173700-87,94112
6180,Structure Fire,2018-01-17 23:33:30.000000 UTC,180174321-T01,94103
6181,Medical Incident,2018-01-17 22:24:24.000000 UTC,180174155-KM07,94122
6182,Medical Incident,2018-01-17 07:34:26.000000 UTC,180170685-88,94110
6183,Medical Incident,2018-01-17 18:42:25.000000 UTC,180173497-E33,94112
6184,Structure Fire,2018-01-17 19:05:06.000000 UTC,180173579-T12,94117
6185,Medical Incident,2018-01-17 22:00:51.000000 UTC,180174086-68,94102
6186,Medical Incident,2018-01-17 17:05:43.000000 UTC,180173089-E07,94103
6187,Medical Incident,2018-01-17 16:18:38.000000 UTC,180172854-55,94103
6188,Traffic Collision,2018-01-17 12:23:25.000000 UTC,180171880-B03,94158
6189,Structure Fire,2018-01-17 22:54:22.000000 UTC,180174230-E21,94117
6190,Medical Incident,2018-01-17 21:22:59.000000 UTC,180173981-87,94131
6191,Gas Leak (Natural and LP Gases),2018-01-17 09:51:32.000000 UTC,180171255-T07,94110
6192,Medical Incident,2018-01-17 12:33:39.000000 UTC,180171922-RS1,94102
6193,Alarms,2018-01-17 19:06:11.000000 UTC,180173590-B04,94109
6194,Traffic Collision,2018-01-17 12:09:53.000000 UTC,180171838-KM09,94103
6195,Medical Incident,2018-01-17 11:46:05.000000 UTC,180171756-91,94124
6196,Medical Incident,2018-01-17 12:54:42.000000 UTC,180172019-E35,94133
6197,Medical Incident,2018-01-17 16:54:37.000000 UTC,180173040-KM11,94116
6198,Medical Incident,2018-01-17 15:47:03.000000 UTC,180172719-64,94124
6199,Odor (Strange / Unknown),2018-01-17 09:30:39.000000 UTC,180171166-E42,94124
6200,Gas Leak (Natural and LP Gases),2018-01-17 09:51:32.000000 UTC,180171255-E07,94110
6201,Medical Incident,2018-01-17 20:08:40.000000 UTC,180173774-52,94112
6202,Medical Incident,2018-01-17 09:45:11.000000 UTC,180171220-KM09,94109
6203,Medical Incident,2018-01-17 20:04:44.000000 UTC,180173768-AM118,94103
6204,Medical Incident,2018-01-17 23:21:52.000000 UTC,180174295-95,94110
6205,Gas Leak (Natural and LP Gases),2018-01-17 08:40:36.000000 UTC,180170930-E17,94124
6206,Alarms,2018-01-17 19:06:11.000000 UTC,180173590-T03,94109
6207,Medical Incident,2018-01-17 00:33:35.000000 UTC,180170067-RS1,94103
6208,Structure Fire,2018-01-17 15:30:49.000000 UTC,180172633-E15,94112
6209,Medical Incident,2018-01-17 10:16:35.000000 UTC,180171371-57,94117
6210,Alarms,2018-01-17 10:25:39.000000 UTC,180171415-T05,94115
6211,Alarms,2018-01-17 08:52:08.000000 UTC,180170972-E13,94133
6212,Medical Incident,2018-01-17 13:59:44.000000 UTC,180172284-57,94110
6213,Medical Incident,2018-01-17 15:47:26.000000 UTC,180172704-E10,94115
6214,Medical Incident,2018-01-17 08:11:23.000000 UTC,180170812-AM104,94109
6215,Structure Fire,2018-01-17 22:42:07.000000 UTC,180174203-E21,94117
6216,Medical Incident,2018-01-17 13:23:25.000000 UTC,180172143-E01,94103
6217,Medical Incident,2018-01-17 09:16:48.000000 UTC,180171087-E13,94111
6218,Odor (Strange / Unknown),2018-01-17 09:30:39.000000 UTC,180171166-B10,94124
6219,Medical Incident,2018-01-17 01:49:25.000000 UTC,180170192-E08,94107
6220,Medical Incident,2018-01-17 11:09:50.000000 UTC,180171602-89,94102
6221,Medical Incident,2018-01-17 19:50:58.000000 UTC,180173731-76,94124
6222,Medical Incident,2018-01-17 11:14:26.000000 UTC,180171624-88,94103
6223,Structure Fire,2018-01-17 23:33:30.000000 UTC,180174321-E01,94103
6224,Medical Incident,2018-01-17 14:06:52.000000 UTC,180172302-E29,94102
6225,Medical Incident,2018-01-17 20:17:59.000000 UTC,180173803-58,94102
6226,Medical Incident,2018-01-17 16:54:43.000000 UTC,180173024-E15,94112
6227,Other,2018-01-17 02:31:22.000000 UTC,180170243-T06,94102
6228,Medical Incident,2018-01-17 17:41:24.000000 UTC,180173225-KM06,94112
6229,Medical Incident,2018-01-17 02:59:59.000000 UTC,180170276-87,94122
6230,Medical Incident,2018-01-17 04:18:13.000000 UTC,180170373-AM124,94110
